과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,178조,재심사유존부심리에 대한 심결에 대해 질문드립니다.,안녕하세요 변리사님~ 재심의 경우에는 적법성 심리와 본안심리 사이에 재심사유의 존부를 심리하는것으로 알고있습니다. 그런데 그 때에 재심사유가 부존재하여 기각심결이 내려졌다면 그에 의해선 일사부재리효가 발생하는지 궁금합니다. 형식상 본안심리 이전에 행해진 심결로서 본안심결이 아니기에 일사부재리효가 없는것인가요? 매번 감사드립니다.,"안녕하세요? 명확하지는 않으나, 재심사유존부도 재심의 본안심리라고 할 수 있고, 동일한 재심사유를 가지고 또 심판을 청구한다면 일사부재리가 적용되는 것이 맞는 것 같습니다. 열공하세요~", ,,17.11.25
특허법,조문,178~185조,재심 절차에 대해 질문있습니다,안녕하세요 임병웅 변리사님 재심 절차에 대해 질문드리고 싶습니다 첨부한 그림에서 취소결정 또는 무효심판에서의 인용이든 기각이든 심결이 확정날때 재심사유가 존재한다면 재심을 할 수 있는 것으로 알고있는데 이 그림에서는 재심의 절차가 그려져 있지 않은것이지요? 재심은 특허법원이 아니라 특허심판원의 관할로 알고있는데 그렇다면 저그림에서 그려져 있는 화살표들은 심결취소소송때문에 그려져 있는 것인가요? 날이 추운데 고생이 많으십니다 감사합니다,"안녕하세요? 네, 재심은 확정된 심결에 대한 비상의 불복신청방법이기 때문에, 일반적인 심판절차의 그림에서는 재심를 그릴 이유가 없습니다. 열공하세요~", ,,17.11.25
특허법,조문,181조,재심청구 등록 전의 의미,재심청구 등록 전 또는 다른곳에서도 중용권에서도 무효심판청규 등록전 등 등록전이란 말이 많이 나오는데요 그 등록이라는 말이 뭘말하는것인지 정확히 몰라서요 무효심사 청구-무효심결확정-무효심판청구 등록-재심청구-1-재심심결확정-2-재심청구 등록이라고 생각하면 맞을까요? 따라서 후용권인정 기간은 상기 2라고 생각하면 될까요? 감사합니다,잘못 이해하고 있습니다. 무효심판청구하면 바로 예고등록이 됩니다. 마찬가지로 재심청구하면 바로 예고등록이 됩니다. 기본서를 한 번 정독해 보세요~, ,,17.12.29
특허법,문제,181조,재심에 의하여 회복된 특허권의 효력 제한,"임병웅 변리사님 안녕하세요. 객관식 842번을 푸는데 '특허권의 효력이 미치지 아니하는 범위'를 고르는 문제에서 '1. 해당 심결이 확정된 후 재심청구등록 전에 한 해당발명의 실시 2. 특허가 물건발명인 경우 그 물건의 생산에만 사용되는 물건을 해당 심결확정 후 재심청구등록 전에 선의로 실시한 행위 3. 특허가 방법의 발명인 경우 그 방법의 실시에만 사용되는 물건을 해당 심결확정 후 재심청구등록 전에 선의로 실시한 행위' 보기 1,2,3이 모두 틀린 지문, 즉 특허권의 효력이 미치는 범위라고 나와있습니다. 법조문 181조 2항과 비교해 보았을때는 다른것이 없어보이는데 왜 특허권의 효력이 미친다는 것인지 궁금합니다!","안녕하세요? 법 제181조제1항각호의 심결에 한정되고, 모든 심결에 대해 효력의 제한이 발생하는 것은 아닙니다. 열공하세요~", ,,18.01.06
특허법,조문,178조,재심의 보충성 관련 질문입니다.,"문제집을 풀다가 '심결취소소송을 제기할 수 있음에도 불구하고 심결확정을 기다려 재심을 청구했다면 이는 재심의 보충성에 반한다.' 는 문장이 나왔는데요, 이게 잘 이해가 안 가요. 심급관계를 따져보면 심판원 이후에 특허법원인데, 소송을 제기하기 전에 재심을 청구하는게 순서상 맞지 않나요?","재심의 개념을 전혀 잘못 이해하고 있습니다. 재심은 심판원, 특허법원, 대법원에서 확정된 이후에, 법적안정성을 해하는 재심사유가 있을 때 한하여 청구하는 비상의 불복방법입니다.", ,,18.03.06
특허법,조문,183조,재심에 의해 원권리자가 다시 얻은 통상실시권,"1. [183조]: 재심에 의하여 통상실시권을 상실한 원권리자의 통상실시권 2. 재심에 의하여 통상실시권을 상실한 원권리자의 통상실시권에서 강의중에 말씀하시길, 이것은 138조의 법정실시권이 183조의 강제실시권으로 바뀌는 것이라고 설명하셨습니다. 여기에서 왜 183조의 통상실시권을 강제실시권이라고 하는지 궁금합니다. 둘다 법적으로 이루어지는 법정실시권 아닌가요?",법 제138조의 강제실시권이 법 제183조의 법정실시권을 전환되는 경우입니다. 제목이 질문규칙에 맞지 않습니다., ,,18.07.21
특허법,문제,181조,재심에 의해 회복된 특허건 효력 제한 질문입니다.,"안녕하세요 변리사님 객관식 문제집을 풀다 궁금한 점이 생겨 질문드립니다. 문제: 갑은 폐수처리방법 x에 관하여 2011년 3월 15일자로 특허권 설정등록을 받았다. 을은 자기가 개발한 폐수처리방법 y가 갑의 특허권의 권리범위에 속하지 않는다는 취지의 소극적 권리범위확인심판을 2011년 10월 9일자로 청구(단, 심판청구등록일은 2011년 10월 10일임)하여 2012년 12월 12일자로 인용심결이 확정되었다. 갑은 2013년 2월 8일자로 재심을 청구(단, 재심청구등록일은 2013년 2월 9일임)하여 2014년 3월 18일자로 소극적 권리범위확인심판청구를 기각한다는 심결등본을 송달받았다. ㄱ보기: 을이 2012년 12월 20일부터 2014년 3월 20일까지 y에 관한 사업을 한 경우 갑의 특허권을 침해한 것이 된다. 여기서 해설은 보면 이를 차치하고라도, 지문과 같이 이 건은 권리범위확인심판이므로 침해라고 단정지을 수는 없다고 하는데, 만약, 이 심판이 취소나 무효심판이라면 을의 행위는 침해가 맞지않나요? 심결확정 후 재심청구등록 전 선의의 실시, 물건 및 간접침해행위에 대해 효력이 제한되는데, 갑의 재심청구등록이 2013년 2월 9일이므로 그 이전의 실시는 효력이 제한되지만, 그 이후의 행위는 침해를 구성하지않나요?? 감사합니다.","안녕하세요? 권리범위확인심판은 법원에 기속력이 없고, 따라서 법원은 다른 판단을 할 수 있다는 것이 문제의 요지입니다. 열공하세요~",답변 감사드립니다. 그러면 권리범위확인심판이 아닌 무효심판이었다면 2013년 2월 9일 이후의 실시는 침해가 맞는거죠??,네. 맞습니다.,18.11.06
특허법,조문,178조,재심 확정심결 판단시점,안녕하세요 선생님~^재심 관련공부하다 확정과 관련하여 잘 이해가 안가서 질문드리게되었습니다 1. 재심의 요건으로서 178조에서 '확정'심결을 요구하고 있는데요 이 확정의 판단시점이 따로 나와있지 않아서 판단시점을 알고싶습니다 판단시점과 (법문 표현상 청구시 일것같지만) 권리근거 규정이나 심사기준이 있다면 알려주시면 감사드리겠습니다ㅠ 2. 만일 확정심결이 아닌 심판 계속중 청구된다면 (행여나 판단시점이 청구시라면) 보정을 명하는지 아니면 보정할 수 없는 흠으로 보아 답변서 제출없이 심결로서 각하를 하는지 알고 싶습니다 기타 다른 책들을 보아도 이와 관련하여 아직 판례가 없어서 해석이 어려워서인지... '재심청구의 대상이 되지않는다' 라고만 결론을 내리고 있어서 ...부득이하게 질문드리게되었습니다ㅠ 끝으로 좋은한해 마무리되시길 바라며 매번 답변에 진심으로 감사드립니다~^선생님ㅎ,안녕하세요? 1.2. 청구시입니다. 확정되지 않았는데 심판청구하면 각하됩니다. 더 구체적인 내용은 민사소송법 절차를 준용하기 때문에 민사소송법에서 재심을 한 번 정독해 보길 추천합니다. 열공하세요~, ,,18.12.19
특허법,조문,180조,재심 기산일 관련해서 질문합니다,안 날로부터 기산한다와 안 날의 다음날부터 기산한다 둘 다 안날의 다음날이 기산일이 되는거로 알고있습니다. 180조 1항은 안 날부터 2항은 안 날의 다음날부터인데 둘의 차이가 이해되지 않습니다. 18년상표기출이지만 재심 문제라 올려보면 대리권 흠결을 이유로 하여 재심을 청구하는 걍우에 재심청구기간은 청구인 또는 법정대리인이 심결 등본 송달에 의하여 심결이 있는 것을 안 날로부터 기산한다 는 틀린 지문이라고 되어있는데 조문상 틀리지만 기산일은 결국 안날의 다음날이므로 맞는 지문아닌가요?,"질문하신 지문상으로서는, 내용상 맞는 지문인 것 같은데, 왜 틀렸다고 하는지 저도 이해가 안 되네요. 박종태 변리사님에게 다시 질문해 보시는 것이 좋을 것 같네요.", ,,09.02.13
특허법,조문,재심,기간관련 질문입니다.,"이지특허법객관식 2017년도판 838번 문제입니다. 무효심결이 2018.4.4 확정되었고, 당사자는 2021.4.1 제척원인 있는 심판관이 심결에 관여한 사실을 알게 되었다. 재심을 청구할 수 있는 기간의 만료일은? 해설) 재심을 청구할 수 있는 기간은 원칙적으로 2021.5.1까지이나, 심결확정 후 3년인 2021.4.3 까지만 재심청구가 가능하다. 질문1) 무효심결확정일이 18.4.4이면 기산일은 18.4.5 이로부터 3년이면 21.4.4 이어야 하는 것 아닌가요? 질문2) 이와 관련한 다른 질문글을 검색했을때, 무효심결확정일을 18.4.4 00시로 보고있던데, 확정일은 00시인가요? 질문3) 심결등본송달일로부터 30일 이런것은 송달 받은날이 초일이고 기산일은 다음날이 되는것인데, 심결확정일은 왜 기산일이 다음날이 아니라 초일=기산일인지도 궁금합니다. 저작자 표시컨텐츠변경비영리","1. 4.4 오전 0시에 확정되니, 기산일은 4.4 입니다. 2. 네 3. 30일까지 불복하지 않으면 30일 다음날 오전 0시에 확정됩니다. 열공하세요~", ,,19.02.14
특허법,문제,181조,재심(객관식 862쪽),"해설을 보면 (다)도 특허 거절 결정에 대한 상반되는 결과(심결)이고 (라)도 특허 거절 심결에 대해 상반되는 결과(재심에 의한 설정 등록)로서 유사한데, 회복한 특허권의 효력 제한에서 차이가 발생하는 이유가 (다)는 '상반되는 심결이 확정'된 상태고 (라)는 '재심'에 의해 설정 등록이 된 상태여서 차이가 발생합니까? 즉 심결과 재심이라는 차이에 의한 것입니까?","심사(1)-심판(2)-재심(3)이라고 했을 때, (다)는 (1)에서 거절결정된 것이 (2)에서 상반되는 심결이 확정된 경우이고, (라)는 (2)에서 거절한다는 취지의 심결이 확정된 것이 (3)에서 상반되는 심결이 확정된 경우입니다. (라)의 경우만 효력제한이 되는 것입니다. 열공하세요~", ,,19.07.22
특허법,조문,,"25,33,44조의 구제방안 다른 점 질문드립니다",질문 내용이 난해한 점 죄송합니다수업하실때 심판 혹은 소송 파트에서 25조와 33조의 구제방안이 하나 있고33조와 44조의 구제방안이 따로 있다고 설명하시면서33조는 공통임으로 두 방법 다 가능하다고 설명해주셨던 개념이 무엇인지 그리고 어디에서 다뤄주셨던 건지 기억이 안나고 찾지도 못해 게시판 통해 질문 남깁니다,"제33조 위반의 구제방안은 제34조, 제35조와 제99조의2이고, 제44조 위반의 구제방안은 제99조의2입니다. 한편, 제25조 위반의 경우 구제방안이 별도로 존재하지 않습니다. 열공하세요~", ,,19.08.13
특허법,조문,184조,"재심의 방식심리, 적법성심리","변리사님 안녕하세요. 이지특허법 18판 1180면의 내용과 강의 중 필기한 내용입니다. ""심결확정 전에 재심청구가 있는 경우에는 심판관합의체는 재심의 피청구인에게 답변서 제출기회를 주지 아니하고 [심결로써 심판청구를 각하]할 수 있다."" 그리고 괄호친 내용에 대해, ""취소결정 확정 전에 재심청구가 있는 경우에는 [결정으로 취소신청을 각하]할 수 있다""의 내용으로 필기를 해두었습니다. 필기한 내용을 보면, 재심의 방식심리나 적법성심리에서 부적법한 사유를 발견한 경우에는, 원특허취소신청이나 원심판청구에 대하여 처분을 내리는 것 같습니다. 질문1) 위 괄호 [심결로써 심판청구를 각하]의 의미는, 예를 들면, [무효심판청구의 심결각하]를 뜻하는 것인가요? 즉 재심청구가 방식위반 또는 적법요건을 흠결하였으면, i) ""취소결정에 대한 재심청구인 경우 결정으로 재심청구서 또는 재심청구를 각하"", ii) ""심결에 대한 재심청구인 경우 결정으로 재심청구서 각하 또는 심결로써 재심청구를 각하""하는 것이 아닌 것인가요? 질문2) 재심은 재심판을 구하는 것이므로; 원특허취소결정에 대한 재심청구는 특허취소신청과 같고, 원심결에 대한 재심청구는 심판청구와 같은 것이어서, 각각 위 경우(확정 전 재심청구)에 취소신청의 결정각하 또는 심판청구의 심결각하가 되는 것인가요? 감사합니다.","1. 무효심판에 대한 재심은 무효심판이고, 취소결정에 대한 재심은 취소신청입니다. 2. 네. 그렇습니다. 열공하세요~", ,,19.19.08
특허법,문제,183조,재심에 의해 통상실시권을 상실한 원권이자의 통상실시권,"안녕하세요 임병웅 변리사님공부하다가 궁금한 사항이 생겨질문드립니다. 1. 객관식 873쪽 3번보기입니다. 보기:통상실시권허락심판에 의한 통상실시권 취득의 심결이 확정된 후 재심에 의하여 이에 상반되는 심결이 확정된 경우 심결확정 후 재심청구등록 전의 선의의 실시에 대해서는 특허권의 효력이 미치지 않는다. 틀린보기이고 답지에는 181조 법조문과 달라서 틀린보기라고 나와있는데, 183조의 요건을 만족시켜서 침해가 아닌건 아닌가요? 앞선 다른 분의 질문에서 침해라고 하셨는데, 183조의 요건을 만족시켜서 통상실시권을 가지고, 그에따라 침해가 아니지않나요? 2. 객관식 875번 마 보기입니다 문제: 다음 중 재심에 의하여 회복한 특허권의 효력이 제한되는 경우는? 보기:통상실시권허락의 심판에 의한 통상실시권 취득의 심결이 확정된 후 재심에 의하여 이에 상반되는 심결 또는 판결의 확정이 있는 때 이 보기가 틀린 이유가, 회복되는 권리가 특허권이 아닌 통상실시권이기 때문인가요? 3. 만약 그렇다면 이와 별개로 통상실시권자에게 ""특허권자의 특허권의 효력이 미치지않는다."" 라는 말과 ""통상실시권자에게는 특허권의 효력이 제한된다."" 라는 말은 둘 다 맞는 명제인가요?? 뭘 놓치고있는지 가르침 부탁드립니다. 감사합니다.",안녕하세요? 1. 사안의 사실관계로는 법 제183조의 법정실시권의 성립요건을 모두 충족하다고 보기 어렵습니다. 2.3. 법 제181조에 대한 공부가 미진합니다. 효력이 제한되는 법 제181조제1항각호의 4가지 심결/결정 중에는 통상실시권허락심판은 존재하지 않습니다. 열공하세요~, ,,19.11.19
특허법,조문,178조,무효심판의 상고심 계속 중 재심사유가 있다는 의미를 모르겠습니다.,"안녕하세요? 이지 객관식 풀다가 의문이 들어서 질문을 올립니다. 741번 문제 보기4번인데, 특허의 무효심판이 상고심 계속 중 해당 특허의 정정심결이 확정되면 재심사유가 된다라고되어 있는데, 상고심 계속중인건 결국 심결이 확정안되었다는 건데, 왜 재심사유가 있다고한건가요? 정정심결이 확정되어서 그 상고심에 올라온 심결이 잘못되어서 그냥 파기환송하면 되는거 아닌가요? 재심사유가 있다는것과 재심을 청구할수 있다는건 그럼 다른 의미인가요? 게시판에 똑같은 질문을 검색해 보았는데, 이해가 가지 않아서 질문 올립니다. 질문 읽어주셔서 감사합니다","안녕하세요? 법령 위반이 있다는 것이고, 그 법령 위반이 법 제451조제1항제8호의 사유라는 것입니다. 즉, 그대로 확정되면 재심의 대상이 된다는 의미입니다. 제목이 질문규칙에 맞지 않으니 수정해 주세요.", ,,19.12.23
특허법,조문,"181조, 182조","[181조, 182조]","안녕하세요 변리사님. 법정실시권 강의를 듣다가 181조,182조에 대해서 이해가 안가는 것이 있어 질문드려요. 181조1항 3호에서 ""거절한다는 취지의 심결이 있었던 특허출원 또는 특허권의 존속기간의 연장등록출원이 재심에 의하여 특허권의 설정등록 또는 특허권의 존속기간의 연장등록이 된 경우""에서 '거절한다는 취지의 심결'이란 심판원 이후 거절결정 확정이라고 배웠습니다. 1) 여기서 심판원 이후 거절결정 확정이라는 것이 특허법원, 대법원에서 거절결정 된 경우를 말하는 것인가요? 아니면 심판단계에서 기각심결등본송달 받은 후 30일 후에 거졀결정확정된 경우를 포함하는 것인가요? 심판원 이후라 특허법원, 대법원에서 거절결정된 경우를 의미하는 것 같은데 교재 공부하다 보면 그렇게 이해하면 또 이상한 부분이 있어서요.. 2) 처음 심사 단계에서 거절결정 확정되면 나중에 재심에 의하여 회복되어도 181조나 182조가 적용되는 것이 아닌가요? 그러면 그 때 그 심사 단계에서의 거절결정 확정을 신뢰하고 사업실시 한 제3자는 보호 방안이 없는 것이 맞나요? 항상 답변 감사드립니다. 저작자 표시컨텐츠변경비영리",1. 심판단계부터 확정된 경우입니다. 2. 재심청구 자체가 안 됩니다., ,,20.05.10
