과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,84조,제84조(특허료 등의 반환)에 관해 질문이 있습니다.,"안녕하세요 임병웅 변리사님! 수수료등의 반환에 관한 조문에서 이해가 안되는 부분이 있어서 질문을 드립니다. 답변 정말 감사합니다! 납부된 특허료 및 수수료는 다음의 어느 하나에 해당하는 경우에만 납부한 자의 청구에 따라 반환한다.(84조1항) 특허출원(분할출원,변경출원 및 제61조에 따른 우선심사의 신청을 한 특허출원은 제외한다) 후 1개월 이내에 그 특허출원을 취하하거나 포기한 경우에 이미 낸 수수료 중 특허출원료 및 특허출원의 우선권주장 신청료(84조1항 4호) ---->1.""분할출원,변경출원 및 제61조에 따른 우선심사의 신청을 한 특허출원은 제외한다""여기서 제외 대상이 되는게 분할출원,변경출원의 기초가된 출원만을 의미하는건지 ""분할출원,변경출원"" 자체를 취하하거나 포기한 경우 반환대상에서 제외되는 건지 아니면 분할출원,변경출원의 기초가된 출원 및 ""분할출원,변경출원"" 자체 모두가 반환대상에서 제외되는건지 헤깔려서 질문을 드리게됬습니다. 2.수수료 파트에서 감면 부분이나 반환 부분을 공부할때 최대한 암기하는게 나을까요? 아니면 가볍게 읽기만해도 괜찮을까요? 다 암기할려니 분량이 많고 빨리 잊혀지는것같아 좀 힘든거 같아 질문을 드립니다....","안녕하세요? 1. 분할출원, 변경출원 자체만 제외됩니다. 분할출원, 변경출원은 원출원의 심사청구순서에 따라 심사가 진행되기 때문에 반환을 해 주지 않겠다는 것이 그 입법취지입니다. 2. 그리 중요하지 않은 부분인데, 그렇다고 시험에 안 나온다는 보장이 없다보니...최대한 암기하는 것이 좋을 것 같습니다. 열공하세요~", ,,17.11.01
특허법,조문,81조,81조 특허기간에 대하여 질문이 있습니다.,"안녕하세요 변리사님 날씨가 추워지는데 감기 조심하시길 바랍니다 ^^ 기간 계산을 해보던 중에 조금 의아한 부분이 있어서 문의드립니다. EX) 13년 9월 25일 출원 - 14년 2월 10일 결정등본 송달 - 송달 받은 날 최초 3년분 납입 ( 설정등록 14년 2월 10일 ) = 특허권 기간 출원일부터 20년 = 2033년 9월 25일 까지라고 보아야 되는것인지, 3년분 납입이므로 2016년 9월 25일까지로 보아야되는지 조금 의아합니다.. EX) 3년분 만 지급후, - 추납 만료일 = 설정등록일 +6월 (81조 1항 해석) = 17년 8월 10일 만약, 추납만료일까지 납부 X -> 특허권은 16년 9월 26일 0시 만료 (다음날 만료의 해석이 위의 날짜가 맞는건가요??) = 만약, 책임 질수 없는 사유로 인하여 추가납부 할시에, 17년 8월 10일 부터 16년 9월 26일까지를 효력제한기간으로 보면되는건가요?? EX) 만약 위의 효력 제한 기간 중에 제3자가 선의로 국내에서 등등으로 발명을 업으로서 실시하는 경우 특허권을 회복한 권리자가 침해 이유로 권리 주장을 하는 경우에1) 정당권원 (81조의3 5항) , 2) 효력제한 (81조의3 4항) 요렇게 2개에 걸리게 되어서 침해가 아닌것 같은데 위의 정당권원의 경우 사용료를 주어야 하는데 만약 사용료를 주지 않고 계속 사용하는 경우 효력제한 기간은 17년 8월 10일 부터 16년 9월 26일까지이기 때문에 9월 27일 이후에 사유는 정당권원이 없으면 효력제한 사유를 주장할수 없기에 침해로 본다라고 해석하면 되는것인가요?>> 예시를 만든다고 만들어보았는데 깔끔하지 않은 문제로 질문을 드려서 죄송합니다 ㅠㅠㅠ 늘 감사히 생각하고 있습니다. 임변리사님 좋은 하루보내시길 기도드려요 ^^","안녕하세요? 1. 존속기간은 2033년 9월 25일까지이되, 3년분 납입의 효력은 2017년 2월 10일까지라고 보면 됩니다. 2. 2017년 2월 10일까지 유지하되, 2017년 2월 11일 0시부터 소멸합니다. 한편, 효력제한기간은 2017년 8월 11일 0시부터 추가납부한 기간까지를 말합니다. 3. 법정실시권이 발생하지 않았는데, 실시하는 것은 침해가 맞습니다. 예시가 매끄럽지 않네요. 행복한 하루 되세요~", ,,17.11.15
특허법,문제,80조,이해관계인의 대납 질문 있습니다.,안녕하세요 임병웅 변리사님 아래 80조 질문하신 분에 덧붙여 질문드립니다. 문제 477 3번지문과 문제 483 1번지문의 차이가 무엇인지 모르겠습니다. 문제 483 1번 지문 같은 경우 조문대로 써있기 때문에 '의사에 반한'이라는 표현이 안쓰여 있어도 잠정적인 해석으로 옳은 표현이고 문제 477 3번 같은 경우는 조문에 안나와 있기 때문에 '의사에 의한'이라는 표현이 명시적으로 들어가야 옳은 표현인건가요? 긴 질문 읽어주셔서 감사합니다.,안녕하세요? <의사에 관계없이> = <의사에 반하여> 입니다. 의사에 관계없이는 기존 법조문 표현입니다. 국어가 참 어렵죠~ 답글기능 더보기, ,,17.12.05
특허법,문제,81-3조,객관식 문제집에 관한 질문입니다!,"안녕하세요 변리사님! 객관식 문제 풀던 중 모르는것이 있어 질문드립니다! 1. 625번 해설) 2번 ‘등록 없이도 대항이 가능한 실시권은 법정실시권(8개)이다.’ 법정실시권은 9종류 아닌가요?,? 2. 639번 ‘특허권의 이전청구에 따른 이전등록 전의 실시에 의한 통상실시권에 대한 설명이다. 다음 중 옳지 않은 것은? 2번 지문 ‘특허를 받을 수 있는 권리가 공유인데 공도출원하지 아니하여 특허법 44조 위반의 특허 무효사유에 해당한다는 이유로 특허를 받을 수 있는 권리를 가진 자가 법원에 해당 특허권의 지분의 이전을 청구하여 특허권 지분이 이전 등록된 경우에 발생할 수 있다.’(0) -> 특받권이 공유이지만 공동출원을 하지 않아서 무효사유지만 지분이전 청구를 해서 지분이 이전등록 되었으므로 무효사유에서 제외되고 이때 특허권은 공유가 되므로 공유자 각자가 허락 없이 특허발명을 사용 할 수 있지 않나요?.? 3. 646번 해설) ‘후용권을 갖는 법정실시권자는 공공기관인 특허심판원의 심결을 신뢰하여 행한 자이므로 특허권자에게 대가를 지급할 것을 요하지 않는다.’ -> 이 질문은 본 문제와는 관련이 없는 질문인데요! 중용권의 경우 ‘이지특허법 p.965 대가를 보면 산업정책적인 견지에서 인정되는 제도이므로 중용권을 가진 자는 특허권자 또는 전용실시권자에게 상당한 대가를 지급하여야한다.’ 라고 되어있는데 이 경우도 선의로 특허청의 심결을 신뢰하여 특허 받은 범위에서 실시하다 무효가 된 것이므로 무상이여야 하는 것 아닌가요?.? 왜 이 경우는 후용권과 다르게 대가를 지급하여야하나요?.? 4. 647번 ‘다음 중 재심에 의하여 통상실시권을 상실한 원권리자의 통상실시권에 대해서 옳개 기술 한 것은?’ 1번 지문 ‘ 그 통상실시권자의 해당 특허권 실신권 또는 디자인권과 함께 이전되고, 해당 특허권 실시권 또는 디자인권이 소명되면 함께 소멸된다.’ -> 해설) 법정실시권의 이전은 실시사업과 함께 는 상속기타 일반승계의 경우에는 특허권자의 동의가 없어도 가능하며, 그 이외의 경우에는 특허권자의 승낙 하에 가능하다.‘ -> 통상실시권자의 특허권과 함께 이전되지 않지만, 함께 소멸 되는 것은 맞는 건가요?.? 감사합니다~^0^","안녕하세요? 1. 네 9개입니다. 2. 법 제103조의2를 전혀 이해 못하고 있습니다. 현 공유자가 아닌 전 공유자가 법정실시권을 가진다는 것입니다. 3. 산업보호와 형평성 도모의 이익형량을 고려하여 대가를 정하는 것입니다. 중용권은 산업보호 측면이 강하고, 후용권은 형평성 도모 측면이 강힙니다. 4. 맞지 않습니다. 실시권을 허락해 준 특허권이 소멸한 경우 함께 소멸합니다.", ,,18.01.27
특허법,조문,81의3,추납 보전 관련,"안녕하세요 임 변리사님!! (예전글 검색완료 했습니다ㅠㅠ) 81의3 1항 관련..(즉 회복1 이요!!) 다른 조문 (추납,보전,회복2)에는 2배가 써져있는데 회복1에만 2배가 안써져있는데... ""추납기간, 보전기간""만료후 회복하는거니까 당연히 2배내야하는 것인가요? 아니면 책임질수없는 사유라서 2배 안내도 되는 것인가요?? 이상입니다..!!감사합니다~!!","네. 그렇습니다. 참고로 회복2는 2배이고, 추납과 보전은 2배 이내이고 2배는 아닙니다. 열공하세요~", ,,18.03.14
특허법,조문,81조의3,특허료 납부 절차 중 특허권의 회복,"[사진 1] [사진 2] 안녕하세요 임병웅 변리사님 특허권의 회복 관련해서 질문 드립니다. [사진 1] 에서 위 그림에 해당하는 것은 81조의 3 1호에서 추가납부기간 혹은 보전기간에 납부료를 안내면 특허출원포기간주 가 되고 그 추가납부기간과 보전기간 만료일 중 늦은 날로부터 1년 이내에 특허료를 내면 다시 특허권이 회복이 된다고 설명해주셨고 이 때에는 등록료와 유지료가 모두 해당한다고 했습니다. 근데 유지료의 경우에는 추가납부기간 혹은 보전기간이 지났을 경우, 특허출원포기간주가 아닌 특허발명의 특허권이 소멸이 되는 것이 아닌가요?? 만약 특허권이 소멸 된다고 하면 그 경우엔 사진1의 아래 그림과 어떤 차이인지 잘 모르겠습니다. [사진 2]는 [사진 1]에서 변형하여 유지료일 때, 보전기간의 종료일이 추가납부기간의 종료일보다 더 늦도록 한 것인데 이 경우에 B시점에서 특허권이 소멸된다고 보나요?? 81조의 3의 1호에선 회복기간을 추가납부기간 만료일 또는 보전기간의 만료일 중 늦은 날부터 1년 인데 반해 81조의 3의 3호에선 단순히 추가납부기간 또는 보전기간 만료일부터 3개월이내 라는건 [사진 2]에서 A시점인건가요 B시점인건가요?? 또한, 이 후 회복기간은 1년을 주는것인가요 3개월을 주는 것인가요??","안녕하세요? 1. 법 제81조의3제1항은 등록료/유지료 모두 해당하고, 제3항은 유지료만 해당한다는 것을 착각하고 있네요. 2. 한편, 등록료를 납부하지 않았을 때 특허출원이 포기간주되거나 특허권이 소멸간주되는 근거규정은 법 제81조의3이 아니라 법 제81조제3항입니다. B시점에서 소멸간주되는 것이 맞고, B시점부터 3개월이 시작합니다. 열공하세요~", ,,18.07.10
특허법,조문,84조,특허료 반환에 대한 질문,"안녕하세요 임병웅변리사님 다름이아니라 특허료납부 파트를 공부하다 질문사항이 생겨 글남기게 되었습니다. 특허료가 일부만 납부되고 추가납부기간과 보전기간까지 다 지난경우 특허출원은 포기간주, 특허권은 특허료해당기간 끝나는 날 다음날에 소급하여 소멸간주하는 것으로 알고있습니다. 그럼 이때 일부납부된 수수료나 특허료의 경우는 84조 1항 1호에 해당하여 (잘못납부된 수수료 및 특허료로 취급) 반환되는 것인가요? 항상 좋은 강의해주셔서 감사합니다!!",반환해 주는 것이 맞습니다. 열공하세요~, ,,18.07.10
특허법,조문,81조의3,특허료 납부와 특허권의 회복,"안녕하세요! 지난번에 질문했는데 잘 이해가 안되서 다시 질문드립니다. 81조의3 1항은 등록료/유지로 둘 다 해당하고, 3항은 유지료에만 해당한다고 하셨는데 어떤 차이인질 잘 모르겠습니다. 유지료가 어떻게 두 항을 다 만족할 수 있는지...? 어떤 때에 회복기간이 1년이 적용되고 어떤 때에 3개월이 적용되는 것인가요..?","안녕하세요? 제1항과 제3항은 회복요건 중 택일입니다. 즉, 책임질 수 없는 사유에 의한 경우일 때는 제1항을, 특허발명의 특허권이 소멸한 경우일 때는 제3항을, 적용할 수 있는 것입니다. 한편, 제3항의 요건은 <특허발명>이기 때문에 유지료만 적용될 수 있는 것입니다. 기본서를 한 독 더 정독해 보세요~ 답글기능 더보기", ,,18.07.11
특허법,조문,82조,2항에 대해서 질문있습니다.,82조 2항에 보면 출원인이 아닌 자가 청구를 한후 첨부한 명세서를 보정하여 청구항의 수가 증가한 경우에는 증가한 청구항에 대해서 출원이이 수수료를 내야한다고 나와있습니다. 제가 궁금한 것은 47조의 2항에서 언급하듯이 보정범위에 있어서는 신규사항을 추가하지 못한다고 나와있는데 어떻게 청구항을 증가 할 수 있는지 궁금합니다. 출원인이 아닌 자가 심사청구를 하였을 때는 청구항 증가가 가능한지요??,"최초 명세서 또는 도면에 기재된 사함의 범위 내라면, 청구범위를 확장할 수 있습니다. 열공하세요~", ,,18.09.30
특허법,조문,83조,83조 질문드립니다.,안녕하세요 변리사님. 문제를 풀다 개정된 규칙이 있어 질문드립니다. 특허료등 징수규칙(이하 규칙)에서 7조가 개정되었는데 구 규칙하고의 차이점은 유지료에서만 있고 / 출원료 및 심사 청구료 설정등록료에는 변화가 없는 것인지 궁금합니다.,안녕하세요? 네. 구체적인 내용은 추록을 확인하세요. 열공하세요~, ,,18.10.18
특허법,문제,81조의3,효력제한에 관한 질문입니다,"안녕하세요 변리사님 객관식 문제집 풀다가 의문이 생겨서 질문남깁니다, 효력제한기간에 선의의 실시자에 대한 통상실시권에 관한 질문인데요 도해특허법 650번 문제 1번보기를 보면, 특허권의 설정등록을 받으려는 자 또는 특허권자가 책임질 수 없는 사유로 인하여 추가납부기간에 특허료를 내지 아니하였거나 보전기간에 보전하지 아니하였는데, 그 사유가 소멸한 날부터 2개월 및 추가나부기간의 만료일과 보전기간의 만료일 중 늦은 날로부터 1년 이내에 특허료를 내거나 보전하여 특허출원이 설정등록되었거나 또는 특허권이 회복된 경우이어야 한다(0) 인데요, 81조의3 3항의 경우가 빠졌는데도 맞는 지문이라고 봐야하나요? 감사합니다.",안녕하세요? 맞는 지문입니다. 효력제한기간은 법 제81조의3 제1항과 제3항 중 어느 하나를 만족하면 됩니다. 열공하세요~, ,,19.01.01
특허법,조문,81조의3,81조의 3 4항 (효력제한) 관련 질문,"안녕하세요 임병웅 변리사님 81조의 3 4항을 보면 회복된 특허출원 또는 특허권의 효력은 효력제한기간 중에 타인이 특허출원된 발명 또는 특허발명을 실시한 행위에 대해서는 그 효력이 미치지 아니한다. 라 하여 특허출원된 발명과 특허발명을 구분하고 있는데, 특허출원된 발명이라면 출원은 됐지만 아직 설정등록을 받지 못한 발명을 말하는 건가요? 그렇다면 이 두 가지를 구분할 실익이 있는건갸요? 크게 중요하지는 않을수도 있으나 궁금증이 생겨 질문 드립니다 ㅠ 감사합니다~~","안녕하세요? 1. 출원발명에 대해서는 효력이 미치지 않는다는 것은 보상금청구권이 성립하지 않는다는 것이고, 2. 특허발명에 대해서는 효력이 미치지 않는다는 것은 특허권의 침해가 아니라는 것입니다. 열공하세요~", ,,19.04.16
특허법,조문,81조,81조3항의 경우 어떻게 공시하는지,"변리사님 안녕하세요. 제81조의3 제4항(효력제한)은 출원의 포기, 특허권 소멸을 신뢰하고 발명을 실시한 제3자를 보호하는 취지의 조항이라고 하는데, 어떻게 제3자가 출원의 포기를 알 수 있는지 궁금합니다. 질문1) 출원공개 후 81조3항에 따라 등록료 불납으로 인하여 출원을 포기한 것으로 보는 경우, 포기 사실을 공시하나요? 마찬가지로 출원공개 후 출원 이 법률에 의해 취하된 경우에도 공시를 하는가요? 두 경우 어떻게 공시할까요? (의사로 취하·포기하는 경우는 취하서·포기서를 216조에 따른 서류열람을 통해 알 수 있을 듯 한데, 법률에 의한 경우가 궁금합니다. 예를 들어, 출원의 취하·포기를 별도로 공시하지 않는다면 특허결정서에 표시된 발송일로부터 '송달에 소요된 날+9~10개월' 후에도 설정등록이 없을 때 취하·포기되었구나 하고 추측해야 할 것 같습니다) 질문2) 81조 같은 경우; 특허권자가 유지료를 납부하지 아니하는 경우에 특허권은 소급하여 소멸되어 제3자가 추납기간에 한 실시는 무단실시가 아님에도(?), 그 추납기간에 제3자가 실시를 하기에 리스크가 있다고 생각합니다. 이것은 특허권자가 특허료를 납부하지 않았음에도 최장 7개월간 제3자의 실시를 금지하는 것과 같지 않을까요..? 즉 독점대가로서 특허료를 내지 않은 특허권자도 보호하는 조문 같습니다.. 감사합니다.","안녕하세요? 1. 현재의 법적 상태를 서지정보에서 확인할 수 있습니다. KIPRIS를 통해 한 번 확인해 보세요. 2. 특허료를 납부하지 않은 것이 아니라 늦게 납부한 것이고, 그 대가로 특허권의 효력을 제한하거나 법정실시권을 인정하 고 있는 것이라고 이해하면 될 것 같습니다. 열공하세요~", ,,19.07.30
