과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,201조,국제특허출원에서의 기준일,"국제특허출원에서 기준일은 국내서면제출기간의 만료일까지이며, 그 국내서면제출기간에 출원심사의 청구가 있으면 그 출원심사의 청구를 한 때까지인 것으로 알고있습니다. 여기서 국내서면제출기간이 제201조제1항에 따라 국어번역문 제출기간이 연장된 경우에는 그 연장된 기간까지를 포함하는 것인가요? (심사청구가 없는 경우, 국어번역문 제출기간이 연장되었다면 기준일이 우선일로부터 31개월 + 1개월 = 32개월인가요?)",네. 법 제201조제3항을 한 번 읽어 보세요~, ,,17.10.19
특허법,조문,205조,PCT 제34조 보정에 대한 번역문,"PCT 제19조 보정의 경우에는 국어번역문이 제출되기 전에 보정한 경우에는 국어번역문을 보정 후의 청구범위로 바로 제출할 수 있는데 반하여(이경우 별도로 보정서에 대한 국어번역문을 제출할 필요 없음), PCT 제34조 보정의 경우에는 보정시기에 무관하게 보정서의 국어번역문만을 제출하도록 하고 있습니다. PCT 제34조 보정의 경우 보정후의 발명의 설명, 청구범위, 도면을 바로 번역문으로 제출하지 못하도록 하는 특별한 이유가 있나요?","국제예비심사는 임의적 단계이다 보니, 별도로 PCT에서 규정을 두고 있지 않습니다. 열공하세요~", ,,17.10.19
특허법,문제,193조,출원서에 반드시 기재해야 하는 사항과 211조 관련해서 질문이 있습니다.,"이지객관식문제집 890쪽 문제에서 반드시 기재하지 않아도 되는 사항이 지정국기재라고 답이 나옵니다. 하지만 법조문 194조 1항 4호에 보면 193조 2항 1,2호에 따른 사항(해당 출원된 발명의 보호가 필요한 체약국의 지정)을 기재하지 않으면 보완사유라고 나와서 기재를 해야지 국제출원일로 인정이 된다고 합니다. 시행규칙에는 자동지정으로 인해서 지정국기재가 필요없다고 해서 법조문과 모순되는 결과가 나오게 되는데 어떤 것을 우선시 해서 판단을 해야 합니까? 이 조항이 자동 지정으로 사문화됬다는 얘기를 들었는데 문제에서는 법조문을 기준으로 생각하는 것이 맞다고 하는 의견이 지배적이라서 궁금합니다. 917쪽문제 4번 보기에서 특허청장은 국제특허출원의 출원인 또는 국제조사기관이나 국제예비심사기관에 대하여 국제조사보고서 또는 국제예비심사보고서에 기재된 문헌의 사본을 제출하게 할수 있다.라고 나오는데 211조에는 출원인에 대하여 기간을 정하여 국제조사보고서와 국제예비심사보고서에 적혀있는 문헌의 사본을 제출하게 할 수 있다고 나옵니다. 특허청자이 국제예비심사기관이나 국제조시가관에게 사본을 제출하게 할 수 있나요?",1. 기재하지 않아도 모든 체약국의 지정이 된 것으로 취급해 준다는 것이 정확한 표현입니다. 법조문과 모순되지 않습니다. 2. 네. 할 수 있습니다. 기본서 한 번 읽어 보세요~, ,,17.10.21
특허법,조문,201조,국제특허출원 도면 번역문 제출 질문있습니다.,안녕하세요 임병웅변리사님 공부를 하다가 궁금점이 생겨서 질문드립니다. 국제특허출원에서 기준일에 번역문 미제출시 도면의 설명부분은 미기재로 간주한다라고 알고 있었는데 이지특허법 교재 P.668의 그림 5-2에서는 보정 명령 후 무효라고 되있어서 어떤 시점이 타당한지 모르겠습니다.,"안녕하세요? 설명부분의 미기재가 있으면, 기재가 없었던 것으로 보게 되고, 그렇다면 도면의 기재방법이 잘못되었고, 그렇다면 법 제42조제9항의 위반이고, 그렇다면 보정명령후 무효로 할 수 있다는 것입니다. 열공하세요~", ,,17.10.25
특허법,조문,201조,(국제특허출원의 국어번역문)에 관해 질문이 있습니다.,"안녕하세요! 임병웅 변리사님 기본서를 읽다가 이해가 잘안돼는 부분이있어서 질문을 씁니다... 책을 똑바로 못읽어서 질문을 자주하는것같아 죄송하고 항상 정말 감사합니다.. -(pct 국제출원 절차에서)국어번역문을 제출하지 아니한 경우의 취급(p695) 도면의 설명부분 또는 요약서의 국어번역문이 제출되지 아니하면 국제특허출원이 취하간주되지 않고 도면의 설명부분 또는 요약서의 기재가 없었던 것으로 간주한다. 이 경우 방식위반에 해당하기 때문에 특허청장은 출원인에게 기간을 정하여 보정을 명하여야 하며(법 46조),출원인이 그 기간에 요약서의 국어번역문을 제출하지 아니하면 국제특허출원에 관한 절차를 무효로 할 수 있다. ----> 1.상기 지문에서 도면의 설명부분 또는 요약서의 국어번역문 제출하지 아니하면 도면의 설명부분 또는 요약서의 기재를 없었던 것으로 간주하는데, 특허청장의 보정명령 대상이 요약서 또는 도면의 설명부분의 제출이 아닌 (요약서 또는 도면의 설명부분에 대한)국어번역문인지가 이해가 잘 되지 않습니다...... 2.pct의 방식심사에 따르면 요약서를 부제출한경우 특허청장의 보정 명령후 취하간주의 대상이되는데 반해, 상기 지문에서는 요약서 부제출이 무효처분의 대상이라고 되어있는데, 기준일이 경과했기때문에 국내법에 따른 방식심사(46조)이 적용된다고 생각할 수 있을까요?",안녕하세요? 1. 요약서 또는 설명부분에 대한 국어번역문을 제출하라는 것입니다. 2. 네. 국내단계부터 제46조가 적용됩니다. 열공하세요~,"답변 정말 감사합니다! 1번 질문과 관련해서 ""도면의 설명부분 또는 요약서의 기재가 없었던것""으로 이미 간주가 되었기때문에 특허청장은 요약서 자체를 제출하라는 명령을 해야되는게 아닌가 라는 생각이 듭니다... 이 부분은 그냥 번역문 제출을 요구한다고 외우는게 나을까요?",요약서는 무조건 국어로 내야 합니다. 따라서 번역문을 내야지 원문을 내면 안 됩니다~,17.10.26
특허법,조문,59조 5항,국제출원의 취하간주 관련 질문입니다,국내출원의 경우 59조5항에 의해 출원심사의 청구를 할 수 있는 기간에 출원심사의 청구가 없으면 그 특허출원은 취하한 것으로 본다라고 규정되어 있는데요. 196조에는 이와 같은 규정이 없어서 국제출원의 경우에는 어떤지 궁금합니다. 출원인이 국제출원하여 국제출원일이 인정된 후 어떠한 국가에도 국내 진입 의사 표시 서면을 제출하지 않고 유지할 경우 서면제출기간이 지나면 국제출원 자체가 취하간주 되나요?,"법 제203조를 한 번 읽어 보세요. 국제특허출원절차를 무효로 할 수 있습니다. 그런데, 심사청구와 국내진입의사표시서면은 전혀 별개의 것입니다. 열공하세요~", ,,17.10.27
특허법,조문,207조,국제공개와 국내공개의 효과,"이지특허법 제16판, p.715, 표 5-8 곡제공개와 국내공개의 비교표 중 효과 부분을 보면 다음과 같습니다. 구분 국제출원의 국제공개 국제특허출원의 국내공개 통상의 국내출원의 국내공개 보상금 청구권 국어로 국제특허출원한 경우만 보상금 청구권 인정 O O 확대된 선출원의 지위 O O O 그리고 특허법 제207조 제2항에서는 ""국어로 출원한 국제특허출원에 관하여 국내에서의 출원공개 전에 이미 특허협력조약 제21조에 따라 국제공개가 된 경우에는 그 국제공개 시에 출원공개가 된 것으로 본다.""라고 규정하고 있습니다. 보상금 청구권의 경우 국어로 국제특허출원한 경우에만 국제공개 후 경고 또는 안 때에 보상금 청구권이 발생하고, 외국어로 국제특허출원한 경우에는 국제특허출원에 관하여 국내공개가 이루어진 후 경고 또는 안 때에 보상금 청구권이 발생하는 것으로 알고 있습니다. 그런데 이 표에 따르면 확대된 선출원의 지위를 적용할 때는 외국어로 국제특허출원한 경우에도 다른 특허출원의 지위를 국제출원일 후 '국제공개 전' 시기에 적용하는 것으로 보입니다. Q1. 국어로 출원한 국제특허출원의 경우에만 국제공개가 국내공개로 간주되는 것이라 보상금 청구권의 경우에는 이해가 됩니다만 확대된 선출원의 지위에서 다른 출원에 해당할 때는 어떤 이유에서 외국어 국제특허출원의 국제공개를 기준으로 그 규정을 적용하는 것인가요? Q2. 이지특허법 제16판 p.703을 보면 ""국어로 국제특허출원한 경우에는 국제특허출원이 우리나라의 특허출원이고, 국제공개가 국내공개로 간주되기 때문에 국내단계로 진입 여부와 상관없이 확대된 선출원의 지위가 인정된다."" 라고 설명하고 있는데, 이 말은 결국 확대된 선출원의 지위를 적용할 때도 보상금 청구권을 적용할 때와 마찬가지로 국어 국제특허출원의 경우에만 국제공개를 국내공개로 간주한다는 것이고, 그렇다면 위의 표가 잘못된 것 아닌가요?","표는 잘못되지 않았습니다. 법 제29조제5항내지제7항을 읽어 보세요. 국어로 국제특허출원한 경우에는 법 제29조제5항 및 제6항이 적용되고, 외국어로 국제특허출원한 경우에는 법 제29조제5항 내지 제7항이 적용됩니다. 즉, 국어로 국제특허출원한 경우에는 국내단계진입여부와 상관없이 국제공개를 요건으로 확대된 선출원의 지위가 적용되고, 외국어로 국제특허출원한 경우에는 국내단계진입했을 때 국제공개를 요건으로 확대된 선출원의 지위가 적용됩니다. 열공하세요~", ,,17.10.28
특허법,조문,209조,국제특허출원의 변경출원 시 취하간주 시기,국제특허출원의 변경출원은 기준일이 지나기 전에도 할 수 있는 것인데 이 때 국제특허출원의 취하간주 시기에 대한 규정이 없습니다. 그리고 국내우선권주장출원의 선출원이 국제특허출원인 경우에는 출원인의 명시적 청구가 없는 경우에는 조약 제23조 및 제24조에 따라 기준일 전에는 국제출원을 처리할 수 없다는 이유로 국제출원일로부터 1년3개월이 지난 때와 기준일 중 늦은 때에 취하된 것으로 보는 것으로 규정하고 있습니다. 그렇다면 국제특허출원을 선출원으로 하여 변경출원하는 경우에는 국내우선권주장출원의 경우와 유사하게 '변경출원 시와 기준일 중 늦은 때' 취하되는 것으로 보면 되나요?,"변경출원을 한 경우에는 변경출원과 동시에 국제특허출원이 취하간주된다고 해석해야 합니다. 변경출원은 국내의 실용신안출원이고, 국내법이 적용되기 때문입니다. 열공하세요~", ,,17.10.28
특허법,조문,193조,국제출원 (제출서류),"193조 1항을 보면 국제출원을 하려는 자는 산업통상자원부령으로 정하는 언어로 작성한 발명의 설명,청구범위,필요한 도면및 요약서를 특허청장에게 제출하여야 한다고 되어 있습니다. 발명의 설명,청구범위는 보완사유 요약서는 보정사유 인데 도면의 경우 교재 p635 12)각주를 보면 도면은 국제출원일 인정 요건에 포함됮 ㅣ아니하므로, 즉 도면이 없더라도 국제출원일이 인정되므로 도면의 일부 누락뿐만 아니라 전부 누락까지 포함하여 규정되어 있다. 라고 되어 있습니다. 이 내용에 비추어보면 193조 1항의 제출서류에 필요한 도면이 적혀있는데 어떤 실효성이 있는건가요? 제출하지 않아도 아무런 제재가 없는거 같아 궁금증이 생겨 질문드립니다.",도면이 있으면 제출하라는 것입니다. 국내출원도 생각해 보세요. 동일한 개념입니다. 열공하세요~, ,,17.10.29
특허법,문제,30조,국제특허출원에 관한 특례 질문,맨위 사진 객관식 문제 3번 지문에서요 동일자출원이라도 협의명령없이 거절결정된다고 나와있는데요 책에 보면 을이 거절결정될 것이 명백함에도 갑과을에게 협의명령을 한다고 나와있습니다 또한 해설에 나와있는 판례도 협의명령없이 거절결정된다고 명백히 적혀있는것이 아니라 협의명령을 하지 않다도 위법이라고 할 수 없다고 되어있는 것인데 협의명령 없이 거절결정된다가 맞는지문인가요?? 이것도 4번이라는 명백한 오답이 있어서 3번이 맞는건가요??.,"협의할 수도 있고 안 할 수도 있습니다. 심사관이 모든 거절이유를 다 판단하고, 거절결정해야 하는 것은 아니기 때문입니다. 각주의 해설 참고하세요~ 그리고 관련조문을 제30조, 제200조로 수정해 주세요.", ,,17.10.31
특허법,조문,201조,번역문 제출기간과 새로운 번역문 제출의 효과,"제201조(국제특허출원의 국어번역문) ① 국제특허출원을 외국어로 출원한 출원인은 우선일부터 2년 7개월(국내서면제출기간) 이내에 다음 각 호의 국어번역문을 특허청장에게 제출하여야 한다. 다만, 국어번역문의 제출기간을 연장하여 달라는 취지를 제203조제1항에 따른 서면에 적어 국내서면제출기간 만료일 전 1개월부터 그 만료일까지 제출한 경우 (그 서면을 제출하기 전에 국어번역문을 제출한 경우는 제외한다)에는 국내서면제출기간 만료일부터 1개월이 되는 날까지 국어번역문을 제출할 수 있다. 1. 국제출원일까지 제출한 발명의 설명, 청구범위 및 도면(도면 중 설명부분에 한정한다)의 국어번역문 2. 국제특허출원의 요약서의 국어번역문 ③ 제1항에 따라 국어번역문을 제출한 출원인은 국내서면제출기간(1월 연장된 기간포함. 이하 이 조에서 같다)에 그 국어번역문을 갈음하여 새로운 국어번역문을 제출할 수 있다. 다만, 출원인이 출원심사의 청구를 한 후에는 그러하지 아니하다. ⑤ 특허출원인이 국내서면제출기간의 만료일(국내서면제출기간(+1월)에 출원인이 출원심사의 청구를 한 경우에는 그 청구일을 말하며, 이하 ""기준일""이라 한다)까지 제1항에 따라 발명의 설명, 청구범위 및 도면(도면 중 설명부분에 한정한다)의 국어번역문(제3항 본문에 따라 새로운 국어번역문을 제출한 경우에는 마지막에 제출한 국어번역문을 말한다. 이하 이 조에서 ""최종 국어번역문""이라 한다)을 제출한 경우에는 국제출원일까지 제출한 발명의 설명, 청구범위 및 도면(도면 중 설명부분에 한정한다)을 최종 국어번역문에 따라 국제출원일에 제47조제1항에 따른 보정을 한 것으로 본다. 1. (그 서면을 제출하기 전에 국어번역문을 제출한 경우는 제외한다)라는 말은 번역문제출기간 연장 취지 적은 국내진입의사표시서면 제출 전 이미 번역문을 내버린 경우는, 그 표시서면 제출해봤자, 1월의 기간연장을 안해준다는 말인가요? 2. ③항과 ⑤항에서는 ""출원인이 출원심사청구""한 날까지만 절차를 수행할 수 있다고 한 반면에 ①항에서는 그러한 내용이 없는데, 그럼 심사청구한 후 ①의 번역문을 제출 할 수 있다는 말인가요? 혹시 여기서 ""수수료, 번역문이 제출되어야 심사청구할 수 있다""는 210가 적용되어 심사청구했다는 건 이미 번역문은 제출됬음이 전제가 되어 심사청구한 후에는 번역문을 제출할 필요 없다.라고 이해해야 되는지... 3. ⑤항에 의하면 새로운번역문에 의해 국내법보정효과를 부여한다는 말은 최종번역문을 제외한 나머지 번역문은 더이상 심사대상이 아니게 되는건가요?","1. 네 2. 번역문 제출한 후에 심사청구할 수 있고, 심사청구한 후에는 번역문 교체가 되기 때문에 법 제201조제3항이 적용됩니다. 3. 네", ,,17.11.08
