과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,4조,[4조] 비법인 사단의 권리능력 질문입니다!,"4조에 의하면 비법인 사단 대표자가 있는경우 비법인 사단의 이름으로 특허취소신청인, 출원심사 청구인, 심판의 청구인 피청구인, 재심의 청구인 피청구인이 될 수 있다. 라고 나와있는데 무효심판의 경우에는 비법인 사단의 경우 청구/피청구인은 안되는건가요? 맞다면 4조의 심판에는 무효 심판외의 다른 심판의 절차를 뜻하는건가요? 저작자 표시컨텐츠변경비영리","안녕하세요? 임변입니다. 무효심판의 청구인은 이해관계인 또는 심사관이고, 이해관계인이라면 권리능력이 없는 비법인 사단, 재단도 청구할 수 있으나, 무효심판의 피청구인은 특허권자이고, 특허권자는 권리능력을 전제로 하므로 비법인 사단, 재단은 특허권자가 될 수 없습니다. 이와 같이 심판별로 개별적으로 판단하는 것입니다.", ,,17.09.04
특허법,문제,10조4항,[10조 4항] 선임개임명령,"안녕하세요 변리사님. 변리사님의 문제를 풀다 오류를 찾은 거 같아 질문드리고자 글을 쓰게 되었습니다. 문제 47번의 2번에서, ""특허청장 또는 심판장은 개임명령전의 절차에 대해서는 특허법 제 10조제4항의 규정에 의하여 그 절차를 무효로 할 수는 없다.""라고 되어있는데, 이는 조문 10조 4항에 반하는 설명으로 틀린 것으로 보입니다만, 틀린 지문을 찾는 문제의 답에서는 누락되어있습니다. 문제 오류를 이런 곳에 써도 되는 지 잘 몰라서 이렇게 썼습니다만, 부적합하다면 죄송하다는 말씀과 함께 이 게시물은 지우도록 하겠습니다. 감사합니다. P.S :48번 문제 (나)보기에는 '조약우선권주장에 관한 절차를 수행하는 하려는 경우에는~'이라고 오타가 있습니다.","안녕하세요? 임변입니다. 선임개임명령후 선임개임전 절차를 무효로 할 수 있다는 것이 제10조제4항인데, 지문은 선임개임명령전 절차이기 때문에 옳은 지문이 맞고 오류가 아닙니다. 질문규칙에 맞지 않으니, 공지사항을 읽어보고, 제목을 수정해 주세요. 마지막으로, 말씀하신 사항도 반영하여 객관식 정오표가 지금 강의가 끝난 후 10월달에 나올 예정이니, 참고하면 될 것 같습니다. 열공하세요~", ,,17.09.13
특허법,조문,15조,[15조]3항 지정기일 변경 주체 타법과의 차이점에 대해서 질문드립니다.,"상표법 17조 3항과 디보법 17조 3항의 지정기일 변경 주체는 심판장, 심사관으로 되어있는데 특허법만 심사관이 제외된 특별한 이유가 있나요..? 감사합니다.","안녕하세요? 임변입니다. 특허법도 이의신청제도가 있었을 때는 심사관이 포함되어 있었지만, 지금은 이의신청제도가 없는 이상 심사관이 구술심사를 하는 경우가 없기 때문에, 삭제된 것입니다. 열공하세요~ 답글기능 더보기", ,,17.09.14
특허법,조문,3조,[3조] 미성년자의 대리인,특허법 객관식 문제 중 하나입니다 미성년자는 다른 미성년자의 대리인이 될수 없다 라는 지문이 틀린 것으로 나오면서 대리인은 행위능력자임을 요하지 않기 때문에 미성년자도 위임대리인이 될 수 있다고 책에 써져있는데요 미성년자의 대리인은 법정대리인이고 법정대리인은 무조건 성년이어야하는것 아닌가요? 그외에 임의대리인을 미성년자로 할 수 있다는 의미인가요?? 미성년자이기 때문에 대리인을 써야하는 것인데 미성년자를 임의대리인으로 할 수 있다는 것이 조금 이상해서요 ㅠㅠ 이렇게 생각하는것은 그냥 실제 현실의 문제고 법리적으로는 맞는 말이 되는건가요??,"임변입니다. 법률적 효과가 법인에게 귀속되는 것이고, 대리인에게 귀속되는 것이 아니기 때문에 미성년자라고 할지라도 대리인이 될 수 있습니다. 이해가 잘 안 되면, 민법의 영역이기 때문에 민법교재를 한 번 살펴볼 것을 추천합니다. 열공하세요~",흠... 그니까 본인이 누구이든 상관없이 항상 미성년자도 법정대리인이 될 수 있다는 말씀이신가요??,미성년자도 임의대리인이 될 수 있다는 것입니다. 법정대리인이 되기 위해서는 법률의 규정을 만족해야 합니다.,17.09.14
특허법,조문,2조,"[2조,16조,46조] 미생물발명 기탁절차 위반시취급 질문드립니다","변리사님 안녕하세요. 미생물 기탁절차 위반 관련해서 질문드립니다. A. 1)취지기재나 증명서류 중 일부가 누락된경우, 2)기재 및 증명서류 제출했으나 출원전기탁하지 않은 경우, 3)기재오류 >> 보정명령 후 절차무효 B. 기탁하지 않고 출원 혹은 기탁절차가 무효로 된 경우 >> 발명의 성립성 위반으로 거절.정보제공.무효사유 해당 여기에서 A번의 2)의 경우와 B번이 어떤 차이가 있는건가요? A의 2)도 결국 기탁하지 않고 출원한 것과 같은 것 같은데 , 보정이 실제로 어떻게 이루어져서 유효한 절차로 인정될 수 있는건지 잘 이해가 안됩니다. 그러니까 A의 2)번과 B번 케이스가 둘다 결국은 기탁하지 않고 출원한 것 같은데 실질적으로 어떤 차이가 있는지, 달리 취급되는 이유가 무엇인지 궁금합니다. 그리고 미완성발명을 완성발명으로 보정할 수 없는 것으로 알고있는데 그럼 B의 경우에는 극복할 방법이 없나요?","안녕하세요? 임변입니다. 뭔가 질문의 전제조건이 잘못된 것 같습니다. 절차보정명령을 하면, 그 사항을 보정하여 치유할 수 있다는 전제에서 질문한 것 같은데, 실제로는 보정에 의해 치유가 안 되는 것들이 다반사입니다. 즉, A의 2), B 모두 보정에 의해 치유가 불가능합니다. 열공하세요~", ,,17.09.20
특허법,조문,,화학발명(선택발명) 질문드립니다,"안녕하세요 변리사님! 공부를 하다가 궁금한점이 생겨 질문드립니다. 인사이트에, 미완성발명 - 미완성발명도, 실험성적 증명서나 실험데이터등에 의해 완성발명이 될 수 있다.(pg59) 선택발명 - 선행발명과 비교해서 현저한 효과가 있음이 의심스러울때, 출원일 이후에 구체적인 비교실험 자료등을 제출하는 방법등에의해 효과를 주장 입증할 수 있다.(pg94) 이런식으로, 효과가 의심스러울때, 실험자료나 데이터를 추후에 제출할수 있음을 알 수 있습니다. 여기서 질문을 드리면, 1. 위 사안처럼, 심사관이 어떤 발명을 보고, 증거가 필요하겠다...싶으면 실무에서 프로세스가 어떻게되나요? - 거절이유 통지를 해서, 데이터를 제공하면 거절사유가 해소될 수 있게끔하나요 아니면 따로 개인적으로 연락을해서, 거절이유 통지전에 자료를 제출하도록하나요? 2. 실체보정에서, 미완성발명을 완성발명으로하는 보정과 실시예 또는 실험예를 추가하는것은 신규사항을 추가하는것으로, 심사기준에 나와있습니다. 반면에 위에서는 실험데이터를 추후에 제출해서, 미완성발명을 완성발명으로 가능하게 하는데요, 위에 판례는 심사기준의 예외인건가요?",안녕하세요? 임변입니다. 1. 개인적으로 연락하는 경우는 거의 없습니다. 기재불비나 진보성 위반으로 거절이유를 통지합니다. 2. 뭔가 잘못이해하고 있네요. 미완성발명을 완성발명으로 하는 보정은 언제나 신규사항추가입니다. 질문규칙에 맞습니다. 수정해 주세요. 열공하세요~, ,,17.09.22
특허법,조문,14조,14조 기간계산 질문,"감사합니다 기간 계산에서 만료일 결정시 해당일이 이 공휴일(근로자의 날,토요일 포함)인 경우 다음날이 만료일이 된다고 배웠습니다. 여기서 특허청 외의 절차면 14조4호가 아니라 민소법이 적용되어 근로자의 날을 공휴일로 보지 않는다고 필기를 해두었는데, 그렇다면 특허청 절차가 아닐때(특허법원or대법원) 해당일이 근로자의 날이 아닌 공휴일이라면 마찬가지로 다음날이 만료일이 되나요?",네. 그렇습니다. 다음의 민사소송법 규정을 참고하세요. 민사소송법 제170조(기간의 계산) 기간의 계산은 민법에 따른다. 열공하세요~, ,,17.09.22
특허법,조문,2조,[2조 3호] 물건발명 제법발명 효력범위,"[2조 3호] 물건발명 제법발명 효력범위 안녕하세요 임병웅 변리사님. 정리강의듣고 복습하던중 의문이 생겼는데 강의 중 물건발명과 제법발명의 효력범위가 1. ""그 방법에 의하지 않고 생산된 물건의 사양대수청""에서 차이가 있다고 하셨습니다. 그런데 잘 생각해보니 '그 방법을 사용' = '그 방법으로 물건을 생산' 이니까 2. '그 방법에 의하지 않고 물건을 생산' (= 다른방법을 사용) 도 당연히 효력범위에 차이가 있다고 봐도 되겠죠??? 감사합니다.",안녕하세요? 임변입니다. 네. 그렇습니다. 열공하세요, ,,17.09.23
특허법,조문,11조,11조]복수당사자 대표,본인은 1인 대리인은 수인일때 제 9조의 개별대리 원칙이 적용되고 본인이 수인이고 대리인도 수인일때는 대표자가없을때 11조 각호의 행위는 대리인 전원이 공동으로 해야한다고하는데 왜 이때는 개별대리 원칙이 적용되지 않는건가요?,"갑의 대리인이 A, B, C인 경우 각자대리가 되는 것이고, 갑의 대리인이 A, 을의 대리인이 B인 경우 제11항제1항 각호는 A, B 전원이 절차를 밟아야 하는 것입니다. 개념이 다릅니다. 열공하세요~", ,,17.09.25
특허법,문제,10조,[10조] 대리인이 선임 또는 개임 명령에 대해 절차의 전부 또는 일부 무효가 되는 경우,"객관식 문제 84페이지 입니다. 문)다음 중 특허에 관한 절차가 무효로 되는 경우가 아닌것은? ①특허에 관한 절차를 밟는 자가 그 절차수행에 부적당하다고 판단되어 특허청장이 한 대리인 선임명령에 불응한 경우 ②심사관이 한 의견제출 통지에 대하여 일정기간 내에 의견서를 제출하지 않은 경우 (정답임) ③심판장의 대리인 개임명령에 불응한 경우 ④제3자의 심사청구 후 보정에 의해 증가된 청구항에 대한 심사청구료를 납부하지 않은 출원인에 대해 보정명령을 하였음에도 불구하고 출원인이 이에 불응한 경우 ⑤미성년자가 법정대리인에 의하지 않고 밟은 출원절차에 대한 특허청장의 보정명령에 불응한 경우 해설) ①③ 특허법 10조 4항 참조 10조 4항을 보면 선임 또는 개임명령에 응한 경우, 명령 후~ 선임·개임 전 밟은 절차를 특허청장 심판장이 무효로 할 수 있다고 규정하여 일단 그 선임·개임 명령에 응한 경우에 이미 마친 절차도 무효로 할 수 있다는 취지인데 위 문제의 경우 처럼 이 명령에 불응한 경우에도 그 동안 절차 밟기에 부적합한 자가 밟은 절차를 무효로 할 수 있다는 건가요?","선임개임명령한 불응하고 절차를 밟은 경우, 선임개임전까지 밟은 절차를 무효로 할 수 있다는 것은 법 제10조제4항의 취지입니다.", ,,17.10.04
특허법,조문,14조,[14조] 기간계산,"안녕하세요, 임병웅변리사님 필기노트 33페이지의 그림에서 거절결정등본이 송달되고 30일이 지나 확정된 날짜가 5월 5일인데 다음날로 만료하지 않는 것으로 되어있는데요, 오타인지 아니면 이는 당사자가 밟아야 하는 특허에 관한 절차가 아니라서 그런건지 궁금합니다 감사합니다","안녕하세요? 임변입니다. 당사자가 밟아야 하는 절차라면 5월 6일이 맞습니다. CASE에 대한 그림을 그렸는데, 하필이면 만료일이 5월 5일이네요~. 열공하세요~", ,,17.10.06
특허법,문제,14조,[14조] 기간 계산 (객관식 문제 67번관련입니다.),"임 변리사님, 여러가지로 도움을 많이 주셔서 감사합니다. (인강과 문제집 같이 하고 있습니다.) 객관식 67번문제 4번지문에서 2023년 5월28일 무효심결이 확정이면, 정당한권리자가 출원일을 소급받기 위해서는 무효심결 확정후 30일 이내 출원을 해야하는데, 기간을 계산하면 기간일이 5월29이되고, 만료일은 6월27일 되는 것 아니가요? 만료일을 6월26로 되어있는데, 맞는 지문이라고 되어 있어서요. 감사합니다. 이병철 저작자 표시컨텐츠변경비영리",안녕하세요? 초일(5.28) - 기산일(5.28) - 자연적 - 만료일(6.26) 이네요. 열공하세요~, ,,17.10.16
특허법,문제,2조,[2조] 미생물발명 관련 객관식문제집 24번 질문,"안녕하세요? 변리사님. 특객 24번 문제를 풀다가 궁금한 점이 있어서 질문 드립니다. 1. 24번 문제 (다) 갑이 미생물을 기탁하여야 함에도 불구하고 기탁하지 않은 경우 심사관은 실무상 산업상 이용할 수 있는 발명에 해당하지 않음을 이유로 거절이유를 통지하고 있다. (O) → 이지특허법 p.80에 (4) 부적법한 기탁 절차의 취급에서는 특허출원 전에 기탁하지 아니한 경우 방식 위반으로 보아 보정명령 및 무효로 할 수 있다고 되어 있습니다. 특허출원 전 기탁하지 않은 경우 보정명령은 하지 않고 29조 위반 이유로 거절이유만 통지를 하는 건지 궁금합니다. 2. 24번 문제 (마) 제3자가 시험 또는 연구의 목적으로 실시하려는 목적으로 갑이 기탁한 미생물을 분양받으려는 경우 갑의 출원이 출원공개가 된 이후 분양을 받을 수 있다. (O) → 특객 22번 문제 2번 지문에서 '기탁한 자로부터 미생물 분야에 대한 허락을 받았을 지라도 출원공개나 설정등록이 되지 않았다면 미생물을 분양받을 수 없다.'는 틀린 지문으로 되어있습니다. 즉, 허락을 받으면 출원공개 전이라도 분양받을 수 있는데 시험 또는 연구 목적이라고 하더라도 허락을 받는다면 출원공개 전에도 분양 받을 수 있어 틀린 지문이 아닌지요? 제가 놓친 점이 있는지 궁금합니다. 바쁘시겠지만 답변 주시면 정말 감사하겠습니다! 저작자 표시컨텐츠변경비영리","1. 기탁절차가 아예 없었다면 무효로 할 대상이 없는 것입니다. 이 때는 제29조 위반으로 거절이유만 통지할 수 있습니다. 2. 출원공개된 이후에만 분양받을 수 있다라고 기술되어 있다면 틀린 지문이 되지만, 그렇지 않다고 틀렸다고 말할 수 없을 것 같습니다. 열공하세요~", ,,17.10.16
특허법,문제,11조,"11조] 객관식 문제집 50, 51번 / 85번 관련 질문","변리사님 안녕하세요? 객관식 문제집 50, 51번(대리인이 수인인 상황) 및 85번 관련 질문입니다. 1. 50번 (다) 특허에 관한 절차를 밟는 자의 대리인이 수인인 경우에 사안에 따라 전원이 공동으로 대리하여야 하는 경우가 있다. (X) 51번 (자) 특허에 관한 절차를 밟는 자가 수인인 경우 이들 수인의 본인의 대리인들 전원이 공동으로 대리해야 하는 경우가 있다. (O) → 이 두 지문은 같은 지문이 아닌지요? 11조 출기신청우불의 경우에는 전원이 공동으로 대리하여야 하는 경우가 있을 것 같은데 답이 갈리는 이유가 궁금합니다. 2. 85번 2번 지문 해설 : 2의 경우 절차무효처분은 재량행위이며, 지정기간 경과 후 출원무효처분통지서의 발송일 전에 보정서가 제출되어 출원의 흠결이 치유된 경우에는 무효처분을 하지 아니하고 보정서를 수리한다. → 위 지문해설에서 출원무효처분통지서가 아니고 보정무효처분통지서가 맞는 표현이 아닌지 궁금합니다. 문제의 상황에서는 미성년자가 보정서를 제출한 상황이니 보정의 무효 여부가 쟁점일 거 같은데 출원자체의 무효가 문제가 되는지요? ※ 추가적으로 공부 중에 몇몇 오기를 발견하여 알고 계실지도 모르지만 혹시나 하여 말씀 드립니다. 1. 이지특허법 16 판 p.135 [표1-15] 중 국내우선권주장 보정또는 추가 근거조문 : 55조 5항 → 55조 7항 2. 특객 11판 70번 문제 2번지문 해설 근거조문 : 53조5항 → 53조1항1호 감사합니다.","안녕하세요? 1. (다)는 갑의 대리인 을, 병이 있는 경우이고, (자)는 갑의 대리인 을 / 병의 대리인 정이 있는 경우입니다. (다)는 제9조가 적용됩니다. 2. 보정무효처분통지서가 맞네요. 오타입니다. 기타 오타는 말씀하신 사항을 반영하였습니다. 감사합니다~", ,,17.10.17
특허법,조문,5조,[5조] 특허관리인 사망시 (객관식 39번),지문. 특허권자인 재외자의 특허관리인이 사망했을 경우에 그 재외자는 선임할 수 있는 법정기간 내에 새로운 특허관리인을 선임해야한다. (X) 해설. 질문. 특허관리인은 임의대리인 사망으로 위임관계가 종료로 되는 것 맞나요? 종료 후 이후 절차는 어떻게 되는가요? 해설은 개정법 이전 내용이라 현행법 기준으로 이후 다른 절차가 있는지 궁금하여 질문 드립니다.,"특허관리인이 없으면, 당사자가 서류를 제출할 수 없고(불수리 사유), 재외자에 대한 송달 역시 발송주의(제220조)를 취하게 되어, 당사자에게 불이익이 됩니다. 열공하세요~", ,,17.10.17
특허법,조문,2조,[2조 1호] BM 발명과 컴퓨터프로그램 발명,BM 발명과 컴퓨터 프로그램 발명이 전자 관련 발명이여서 판례 내용이 유사한데 이 두개가 어떤 차이가 있는지 궁금합니다. BM 발명이 비지니스 방법(비지니스 방법이 도대체 뭔지 잘 모르겠습니다.) 이라고 하는데 예를 들어 증권관련 소프트웨어나 그런걸로 생각하면되고 컴퓨터 프로그램 발명은 C+ 언어로 된 알고리즘 같은 소프트웨어로 생각하면 되는지 궁금합니다. 감사합니다.,"자연법칙을 이용하지 않은 부분, 즉 정신적 사상에 해당하는 부분이, BM발명은 비즈니즈(사업모델)이고, 컴퓨터프로그램 관련 발명은 컴퓨터프로그램이라는 것에서 차이가 있습니다. 크게 보면, 비즈니스방법도 컴퓨터프로그램에 의해 구현되어야 하기 때문에, BM 발명은 컴퓨터프로그램 관련 발명의 하나의 예시로 생각하면 됩니다. 열공하세요~", ,,17.11.08
