과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,"제77조, 133조 2",정정청구에 대해서,"정정청구를 할 때에 무효심판의 정정청구 에 대해서는 특허출원시를 기준으로 특허를 받을 수 있을 것은 적용되지 아니한다. 이는 특허무효심판절차에서의 정정청구에 대하여 해당 청구항의 특허출원시를 기준으로 특허받을 수 있을 것 을 판단한 후 무효심판 대상 청구항에 대하여 다시 무효사유의 유무를 판단하는 것은 실질적으로 동일한 내용을 중복적으로 판단하는 효과가 발생하기 때문이다 라고 하는데, 이의신청단계에서 정정을 하고 이의신청사유의 유무를 판단하는 것 또한 실질적으로 동일한 내용을 중복적으로 판단하는 것이라고 생각할 수 있지 않나요? 이의신청사유의 유무 판단도 특허를 받을 수 있는 것인지에 대한 판단 아닌가요? 무효사유와 달리 후발적 무효사유 나 조문상 52,53조 위반이 이의신청이유에 해당하지 않기 때문인지 아니면 다소 입법적 불비일 수도 있는건지 아니면 곧 사라질 제도이기 때문인지 궁금합니다.",입법불비이지만 곧 사라질 제도이기 때문에 개정하지 않은 것입니다, ,,06.12.26
특허법,문제,제77조 3항,의견서 제출기간,"특허권자는 답변서 제풀기간내에 한하여 특허의 정정서에 청무된 정정한 명세서 또는 도면에 대하여 보정을 할 수 있다 (해설) 틀린지문. 특허권자는 답변서 제출기간이 아닌 의견서 제출기간내에 한하여 정정 명세서 등을 보정할 수 있다. 라고 되어 있습니다. 언젠가 질문과 답변중에 ""의견서""와 ""답변서""의 차이점에 대해서 질문한 것을 본 기억이 있는데요? (못 찾아서 질문 올립니다 -.-;;) 특허이의신청 절차에서 뿐만 아니라 '답변서'와 '의견서'가 자주 나오는데요, 제가 이해한 바로는 ""답변서""는 당사자계에서, ""의견서""는 법에 있는 내용에 대한 의견으로 생각되는데, 그 차이점이 무엇인가요? 그 차이점에 기인하여 위의 객관식 지문과 같은 내용이 발생할 수 있는 것인가요?","상대방의 신청 또는 청구에 대해 대응할 수 있는 기회를 주는 것이 답변서이고, 그 신청 또는 청구가 된 후 그 절차안에서 당사자에게 불이익한 처분을 하고자 할 때 기회를 주는 것이 의견서입니다", ,,07.01.02
특허법,문제,제65조,보상금 청구권의 단기소멸시효,"(4) 특허권의 설정등록일로 부터 3년을 경과한 때에는 그 특허권에 관한 특허출원의 출원공개에 대한 보상금청구권을 행사하는 것이 가능한 경우는 없다 (x) 서면경고를 하지 않았으나 제 3자가 출원공개된 발명임을 알고 실시한 경우, 즉 악의의 실의 경우에는 그것을 안 떄로부터 3년간의 소멸시효가 적용된다 라고 해설에 되어 있는데요 되어있었습니다. 그런데 제 짧은 생각으로는 등록전에 경고를 안했다면 결국 등록후 경고를 했다는 의미가 되고, 이경우 침해로 적용이 가능할 뿐더러, 등록전에 경고를 했다면 결국 등록시 부터 단기 소멸시효가 적용되서 어느 경우이든 설정등록일 후 3년을 경과하면 보상금 청구권의 행사는 불가능하게 맞다고 생각이 됩니다.",저도 문제가 이해되지 않는군요. 이해하신 내용이 맞습니다. 등록후 3년을 경과하면 보상금청구권을 행사할 수 없습니다., ,,07.01.14
특허법,조문,"제59조 3항, 5항","분할, 변경출원 심사청구","법 제59조 제3항에 보면 ""제2항의 기간이 경과된 뒤에도 분할,변경출원 한 날부터 30일 이내 심사청구 할 수 있다""고 되어 있습니다. 그런데, 법 제59조 제5항에 보면 원출원은 출원일부터 5년이 경과했으므로 취하간주되게 됩니다. 하지만, 교재같은데 보면 분할,변경출원의 요건을 보면 원출원 계속중(?)에 가능하다고 되어 있는데 좀 이상하네요. (원출원 계속중에 가능하다는 말은 잘못된것인지....-_-) 1. 원출원일부터 5년이 경과되어도 제59조 제5항의 원출원 취하간주 규정과 관계없이 분할,변경출원이 가능하다는 말인지요? 2. 그럼, 만약 어떤 출원이 출원일부터 5년이내에 심사청구를 하지 않아서 취하간주 되었는데. 이를 다시 살려내기위해서 일부 발명을 분할출원하거나 또는 변경출원한 후 30일 이내 심사청구 한다면 다시 살려낼 수 있는 말인지요?","원출원에 대해 심사청구하고 분할, 변경출원하면 됩니다", ,,07.01.20
특허법,문제,제62조,거절결정,"가끔 문제 지문에 갑의 특허출원 X( ABC/ABC) 중 C는 특허요건의 흠결이 없기때문에 특허출원중 C는 특허받을수있다라는 이런 지문이 나오는데요 문제에서 X출원자체가 A,B때문에 거절되는 경우라도 저런식으로 표현할수있는건가요 출원전체를 거절결정하기때문에 '특허출원중 뭐뭐발명은 특허받을수있다' 라는 표현을 쓰면안되는것아닌지... 결국엔 특허받을수 없기때문에..","정확히 말하면 틀렸습니다. 다만, 가장 틀린 지문을 고르는 것이 객관식입니다", ,,07.01.26
특허법,조문,제74조,이의 신청서의 결정각하,"정확히 말하면 틀렸습니다. 다만, 가장 틀린 질문1)특허법에서 보면 이의 신청 이유나 증거를 기간내에 제출하지아니하면 심사장이 이의신청서를 결정각하 한다고 조문에 나아있습니다 그런데 디자인보호법은 '이의신청서'가 아닌 이의신청을 결정각하한다고 조문에 되어있더군요;;; 수업시간엔 심사장은 이의신청서를, 심사관합의체는 이의신청을..이라고 배운거 같은데 결국 그러면 디보와 특허법의 두 조문은 내용이 전혀다른 조문인건가요 아니면 표현이 다르고 실체는 같은것인지?? 질문2) 이의 신청의 기간이 경과된후에 이의신청 접수되면 특허법에서는 특허청장이 불수리 하지 않나요?? 디보 객관식 문제보니까 심사관합의체가 이의신청을 결정으로각하한다고 적혀있길래 헷갈려서 질문드립니다.지문을 고르는 것이 객관식입니다","디보가 법조문에 오류가 있는 것입니다. 특허법도 기존에는 이의신청이었는데, 이의신청서로 바뀌었습니다. 디보법도 바뀌어야 합니다. 2. 심판을 준용하다보니.. 심판에서도 기간 경과하면 불수리하지 않고, 심결각하합니다.", ,,07.02.08
특허법,조문,제59조,출원심사청구,"59조에서 보면 원출원일로부터 5년을 경과하여 분할출원 또는 변경출원을 하면 심사청구기간은 분할출원 또는 변경출원 한날부터 30일내까지 할수있다 라고 되있는데여.. 심사청구 5년을 경과하면 원출원은 취하될텐데 경과후에 어떻게 분할,변경출원이 되는건지?? 그리고 분할출원 변경출원 할수있는 기간이 47조 1항 보정기간내라고 되있는데... 47조 1항보면 42조 5항의 기간(1년6월) 또는 특허등록 송달전 또는 최초, 최후거절이유통지 거절결정불복심판청구후 30일인데... 최초 최후통지를 계속 반복하면 모를까아무리 조합해바도 원출원후 5년 넘어서 분할출원 변경출원 하게된는 답이 안나와서여.. 뒤에를 아직 다 안배워서 그런건지... 답변 부탁드립니다...^^;","원출원과 분할, 변경출원은 각각 별개의 심사청구를 해야 합니다. 따라서, 원출원에 대한 심사청구가 있어야, 원출원일로부터 5년이 경과된 후에 분할출원, 변경출원을 할 수 있습니다. 그렇지 않다면, 원출원이 5년이 되었을 떄 취하간주되기 때문에 5년전에만 분할출원, 변경출원을 할 수 있습니다", ,,07.03.29
특허법,조문,제65조 1항,출원공개의효과(경고의 시기),"1.조문에''출원공개가 있은후~~경고할 수 있다.'' 라고 되있고, 2. p453의 내용중에 ''실시의 중지를 요구하는 것이 아니라 특허출원인이 자신의 특허출원이 출원공개되었다는 사실 및 후에 보상금청구권의 대상이 됨을 실시자에게 알리는 사실의 통지이다.'' 위 둘을 보고 ''출원공개를 해야 경고를 할수있고, 공개전에 경고 했다고 하더라도, 보상금청구권 발생을 위해서는 공개후에 다시 한번더 경고 해야한다.'' 고 이해했고, 이게 더 자연스러운것 같이 느껴집니다. 여기에 대한 내용이 p453에 나와있는데요.(출원공개전에도 경고할수있고, 이경우 출원공개시부터 보상금청구권 발생..) 뻔히 써져 있는 내용을 질문해서 기분나쁘실까봐 걱정되네요 ^^ 그런데, 1,2부분이 너무 명확하고, 자연스러운 해석같이 느껴져서 확인차원에서 질문드려봅니다.",공개 전 경고를 하면 공개한 때 안 때가 되는 것입니다, ,,07.06.28
특허법,조문,제65조,보상금 청구권의 형사적 조치 가능 여부,보상금청구권에도 간접침해가 준용되니까 직접침해에 해당하는 경우는 간접침해의 경우와는 달리 고의가 있는 경우 형사적 조치를 취할 수 있는건가요?,"보상금청구권은 특허를 받을 수 있는 권리 중 하나로서 특허권과 같이 민형사상 조치를 취할 수 없습니다. 다만, 실시료 상당액의 보상금을 청구할 수 있을 뿐입니다", ,,07.07.26
특허법,조문,제65조,보상금청구권 판단시점,"1)실시시 기준으로 등록되었다면 발상설참작,기재불비,역균등론에 의한 효력제한될 것인데 당업자의 용이성 생겼거나 보정으로 등록되어 권리범위에 속하게 된 경우 (실시시 기준으로 판단하여 안생기나요) 2)출원경과 참작에서 제3자가 실시 후 의식적으로 제외된 경우 (소급소멸되는 건가요) 3)직무발명의 사용자가 등록되어 법정실시권 생기기전에 실시한 경우 (아예 안생기는건가요) 이 경우 등록전 실시에 의한 보상금청구권은 어떻게 되는 건가요",특허권의 권리범위에 속하지 않은 것은 보상금청구권도 발생하지 않습니다. 보상금청구권은 등록후에 행사할 수 있기 때문에 등록후에 권리행사가 안됩니다., ,,07.07.26
특허법,조문,제65조,조기출원공개,"변리사님 강의를 예전에듣고 지금은 다른책도 보고있는데요.. 여러모로 헷갈리는 부분이 많습니다. 차라리 한권만 쭉볼것을 괜히 더 헷갈리네요.. 특히 제가 보는 그책에는 ""심사실무는 ~하고 있다""이런식으로 나오는 부분이 많은데요.. 법에 명시된것과 심사실무가 다르게 적혀있으면 어떤것을 맞다고 이해해야하는지요? 한가지만 예를들면.. 특허법에는""조기공개의 신청인은 출원인과 그 승계인,그리고 공동출원의 경우에는 각자가... 위임대리인은 특별수권없이~~""이런식으로 적혀있는데 반해, 심사실무는 ""국내우선권주장과 관련하여 불이익이 있을수있으므로 출원인만이 신청을 할 수있다""","둘 다 같은 말입니다. 출원인만이 할 수 있으나, 출원인인 변경되면(갑-->을) 승계인(을)이 할 수 있는 것입니다. 그리고, 갑과 을이 공동출원한 경우에는 법 제11조 제1항 각호에 해당하지 않기 때문에 대표자가 없는 경우 각자가 할 수 있으며, 출원인이 임의대리인을 선임한 경우엔은 법 제6조에 해당하지 않기 때문에 특별수권없이 임의대리인이 할 수 있는 것입니다.", ,,07.08.13
특허법,조문,제65조,보상금청구권,"출원공개후, 실시로 침해가 있는경우에 10년의 소멸시효가 걸리는데요. 설정등록되기전에 소멸시효가 완성되는 경우는 없나요? 있다면 어떤 결과가 생기는지 궁금합니다. 조금 어처구니 없는 질문일 수도 있어서 조금 부끄럽네요. 답변부탁드립니다~",있습니다. 위법행위가 있는 날(출원공개후 경고받거나/안때)로부터 10년내에 등록이 되지 않으면 보상금청구권은 소멸시효에 의해 소멸합니다, ,,07.10.17
특허법,문제,"제60조, 제210조",객관식특허법 8번 9번 문제 질문이요,p297 8번문제에 (바)문항에 제3자는 2000년 11월 15일 경과한후 심사청구할 수 있다고 나오는데 해설에도 그렇고 국내서면제출기간은 우선일로 부터 2년 7월까지 이기 때문에 2000년 12월 15일 부터 심사청구를 할수 있는것이 아닌가요? 혹시 출원인이 번역문제출과 수수료를 납부하면 그때부터 가능한 건 가요? 전자가 맞다면 답이 이상한거 같습니다^^ p298 9번문제에 보면 (3)항을 보면 심사관이 통지를 한다고 문제에 나와있는데 틀린것이 아닌가요? 특허청장 같습니다,1. 전자가 맞습니다. 우선일로부터 2000년 12월 15일후에 심사청구할 수 있습니다. 2. 맞습니다. 특허청장이 그 특허공보에 게재해야 합니다, ,,07.12.06
특허법,조문,,거절이유통지를 받은 출원인의 대응방안,거절이유통지를 받은 출원인의 대응방안 중에 조약우주출원 또는 국내우주출원이 가능하다고 되어있는데요.. 원출원(X)에 거절이유 있는 a 발명이 있다면 국내우주출원(Y)에도 a발명이 포함되어 있어 거절이유가 그대로 남아있게 되어 국내우주와 조약우주는 극복가능한 대응방안으로 적합하지 않는거 같은데요....답변 부탁립니다...,"기재불비를 해결하려고 하는데 신규사항이 추가되어 보정이 허용되지 않은 경우에 이용할 수 있습니다. 따라서, 일부 학자들은 국내우주를 광의의 보정 수단이라고 표현하기도 합니다.", ,,07.12.29
특허법,조문,제65조,특허권의 포기와 보상금청구권,"1.법조문 65조 6항에 따르면 "" 보상금청구권은 특허출원이 취하 포기 되면 처음부터 발생하지 아니한 것으로 본다."" 라고 되었있습니다. 2. EZ 특허 객관식 1판 P.316 7번 문제의 2번해설을 보면 ""그러나, 특허권이 포기된 경우에는 보상금 청구권은 소멸하지 않는다. "" 라고 되어있습니다. 3. 동책 P.326 7번 (나) 해설을 보면 ""특허권을 포기한 경우 그때부터 장래를 향해 소멸하므로 경고 또는 안때 부터 설정등록시까지의 실시료 상당액인 보상금청구권은 소멸하지 않는다."" 라고 되어있습니다. 질문: 1번의 해석에 의해 2번과 3번의 해설들이 잘못되어있는지 궁금합니다.",특허출원의 포기와 특허권의 포기는 전혀 다릅니다. 특허출원을 포기하면 특허권이 발생하지 않습니다., ,,08.10.06
