과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,230조,외에의 의미,"조문 내용 이해 중 ""외에"" 표현에 대하여 하기와 같이 정리해도 무방할지 문의드립니다. 특허법 조문에서 ""외에""라는 표현은 총 7번 쓰이는데, 1. 2조3호다목, 140조④, 224조의4⑤, 230조본문의 경우 → ""외에""를 ""뿐만 아니라""로 바꿔서 이해 2. 28조④, 85조③, 193조⑤의 경우 → 해당 조문 볼 필요 없음 감사합니다.",외에 = 더하여로 이해하면 됩니다., ,,23.05.03
특허법,조문,225조,225조 침해죄,"안녕하세요 강사님 질문드립니다 특허에서 침해죄는 반의사불벌죄로 외우고있는데요, 특허에서 침해죄가 비친고죄라고도 말할수 있나요? 감사합니다! 새해복많이받으세요!!","아니요. 비친고죄는 고소하지 않겠다는 의사가 있어도 수사, 기소할 수 있다는 것이고, 반의사불벌죄는 고소하지 않겠다는 의사가 있을 떄 수사는 할 수 있으나, 기소는 하지 못합니다.", ,,24.01.15
특허법,문제,255조,침해죄 권리범위,"변리사님 안녕하세요 기출문제집 17판 205p 6번문제에 4번 지문에 질문이 있습니다! 청구범위에 그 효과 달성에 필요한 필수구성요소가 모두 기재되었다고 볼 수 없는 발명의 경우라도 그 특허가 무효로 하는 심결이 확정되기 전이라면 그 특허발명과 동일 또는 균등한 관계에 있는 발명을 실시하는 행위가 특허권 침해죄를 구성한다. (X) -> 해설 : 권리범위를 인정할 수 없어서 침해죄를 구성하지 않는다. -> 질문 : 위 지문은 동일성,실,기 중에 어느 부분에 해당하는 걸까요..? 실시 불가능한 경우와 기술적 범위를 특정할 수 없는 경우 중 어느 경우에 해당하는 것인지 궁금합니다!!",둘 중에 하나에 해당한다고 생각하면 됩니다. 둘을 명확히 구별할 실익이 없습니다., ,,24.02.02
특허법,조문,225조,침해죄 비친고죄,"안녕하세요 변리사님 리담특허법을 보면 침해죄는 반의사불벌죄고 친고죄는 아니라고 하셨는데 상표법 58회 기출 23번 1번선지에 "" 상표권 침해행위는 권리자에게 피해를 주는 것 이외에 상품 출처의 오인혼동을 발생시킴으로써 거래질서를 혼란하게 할 우려도 있으므로, 상표권 침해죄는 특허권 침해죄와는 달리 비친고죄이다.""라고 나와있습니다. 이 선지가 맞는 선지인데 그렇다면 특허권 침해죄가 친고죄라는 말 아닌가요? 감사합니다.","기본서에 다음과 같이 기술되어 있네요. ""본 죄는 피해자의 명시적인 의사에 반하여 공소(公訴)를 제기할 수 없는 반의사불벌죄이다(法 225②). 기존에는 친고죄로 규정하였으나, 친고죄는 ⅰ) 고소하여야만 기소할 수 있어서 고소하지 않으면 수사개시와 진행을 할 수 없다는 점, ⅱ) 내용이 복잡하고 특허권 침해 여부를 판단하기까지 상당한 시간이 소요되어 침해가 불분명한 경우에도 고소기간이 범인을 알게 된 날로부터 6월 이내로 짧아서 일단 미리 고소해야 하는 등 침해죄를 다투는 데 한계가 있다는 점 등을 고려하여 2020. 10. 20. 시행된 현행법(법률 제17536호, 2020. 10. 20. 일부개정)에서 반의사불벌죄(反意思不罰罪)로 개정하였다.", ,,25.11.08
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
,,,,,, ,,
