과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,132조의13,"(132조13의 1항 2항, 12의 1항) 취소청구","안녕하세요 변리사님 심판장은 특허취소결정을 할때는 특허권자 및 참가인에게 특허의 취소이유를 통지하고 기간을 정해 의견서제출 기회를 주어야한다(132조 13의 1항2항) Q1) 조문에서 주체가 헷갈리는데 취소이유에 대한 ""의견서 제출기회""는 특허권자만이 있는건가요? 아님 참가인에게도 있는건가요? Q2) 또한 다른 심판과 달리 취소이유를 참가인에게 통지해주는 이유는 무엇인가요? 일반 심판의 경우 조문에서 취지를 통지해주거나 심결등본을 송달해줄때 불복의 기회를 부여하기 위해 참가인에게도 통지해주지만, 취소신청은 결정등본 송달 뿐만 아니라 의견서제출일 경우도 통지해주는지 궁금합니다. Q3) 조문에 언급이 없어 질문드립니다. 취소신청의 취하시 일반심판과 같이 특허권자,참가인,거절된 참가인에게 통지해야하나요? 답변에 미리 감사드리며 새해복많이 받으세요","안녕하세요? 1. 둘 다 해당힙니다. 2. 일반 심판에서도 법 제159조제1항에 의해 의견제출기회를 주고 있습니다. 3. 조문에 언급이 없어 어떻게 운영될지 모르겠지만, 심판과 차이점을 둘 이유는 없어 보입니다. 새해 복 많이 받으세요~", ,,18.01.02
특허법,조문,132조의3,[132조의 3] 특허취소신청에서 정정청구시기,안녕하세요 변리사님 특허취소신청에서 정정청구시기에 대해 궁금한 점이 있어 질문드립니다. 이지특허법 p1132 표에 특허취소신청에서 정정청구시기가 직권심리에 대한 의견서제출기간이라고 되어있는데 취소신청에서는 직권심리에 의견서제출기회를 주지 않는 것으로 알고 있고 정정청구시기는 취소결정을 하려는때 취소이유를 통지하고 의견서제출기회를 줄 때 정정청구를 할 수 있는 것으로 알고 있습니다. 1. 직권심리에 대한 의견서 제출기회를 주는 것과 심리를 한 뒤 취소결정을 하려는 때 의견서 제출기회를 주는 것은 다른 의미 아닌가요..? 2. 132조의 3 1항의 조문에는 직권심리에 대한 이라는 말이 없는데 특허취소신청 정정청구 시기를 설명하실 때 책에 넣으신 이유가 궁금합니다 ㅠㅠ 그냥 심리에 대한 이라고 하면 안되는 이유가 있나요 ?? 늘 빠르게 답해주셔서 감사합니다 !,안녕하세요? 취소결정하려고 의견제출기회를 줄 때가 맞습니다. 강의시간에 설명했는데 전달이 안 된 것 같네요~ 답글기능 더보기, ,,18.01.08
특허법,조문,132조의13,(132의 13조) 특허취소이유의 통지,"임변리사님 안녕하세요, 심판장은 특허취소결정을 할때는 특허권자 및 참가인에게 특허의 취소이유를 통지하고 기간을 정해 의견서제출 기회를 주어야한다(132조 13의 1항2항) 에서 주체가 다음과 같은 게 맞나요? 혹은 맞는 답 부탁드립니다! 특허취소결정-합의체 취소이유 통지-심판장 의견서 제출기회 부여-합의체 감사합니다!!",법조문을 보면 심판장이 의견제출기회를 준다고 기술되어 있습니다. 나머지는 맞습니다. 열공하세요~ 답글기능 더보기, ,,18.02.23
특허법,조문,133조의2,133조의2 5항 질문드립니다,1. 133조의2 5항 2호에 적힌대로 해석하여 136조6항 의견서제출기간의 경우 만료일로 1월의 기간은 정정청구 취하기간이 아니라고 이해해야 하나요? 2. 159조1항의 직권심리 따른 의견서제출기간과 136조6항의 직권심리 따른 의견서제출기간의 차이점이 있나요? (실질적으로 직권심리 따른 의견서제출기간으로 같은 기간을 의미하는 것인지 궁굼합니다.) 3. 136조6항의 기간은 정정청구 기간에 해당한다 볼 수 있나요? 감사합니다. 저작자 표시컨텐츠변경비영리,1. 네 2. 차이가 없습니다. 3. 정정청구기간이 아니라 정정청구의 직권심리에 대한 의견서 제출기간을 말합니다. 열공하세요~ 답글기능 더보기, ,,18.02.24
특허법,조문,132조의6,[132의6]특허취소신청 청구기간이 지난 후의 특허취소신청에 대한 조치,"안녕하세요 이지특허 읽다가 궁금한 점이 있습니다 '특허권의 설정등록일부터 등록공고일 후 6개월이 되는 날까지 특허취소신청을 할 수 있다. 이 기간이 경과한 특허취소신청에 대해서는 소명기회를 준 후 반려한다.' 라고 하는데 다른 심판이나 디자인보호법,상표법의 이의신청에서 청구기간이 경과후 청구한 경우 보정할 수 없는 청구로 각하되는 것과 어떤 차이가 있어서 조치가 다른것인지 모르겠습니다. 감사합니다.","이를 어떻게 처리할지는 심판실무에서 정하는 것이고, 어떤 차이가 있는지는 잘 모르겠네요.", ,,18.03.12
특허법,조문,132조의2,132조의2 2항 질문드립니다.,1. 특허취소사유로 29조1항1호 의해서는 불가하고 29조1항2호의한 신규성 진보성 위반은 가능하다고 되어있는데 1호와 2호의 구분을 어떻게 하는지 궁굼합니다. 2. 예시로 출원공개 의한 신규성 위반사유 경우 1호의 공지같기도 한데 2호의 반포된간행물게재로도 볼수 있을텐데 취소사유인지 판단방법이 궁굼합니다. 감사합니다.,출원공개는 반포된 간행물 게재입니다. 입법 취지는 공지되었는지 여부를 입증해는데 시간이 많이 소요되는 것들에 대해서는 취소신청이 아닌 무효심판에서 다투라는 것입니다. 열공하세요~, ,,18.05.28
특허법,조문,132조의6,[132조의 6] 결정각하 질문입니다,안녕하세요 임병웅 강사님 해당 취소신청제도에서의 적법성 심리에따라 결정각하를 한다는 규정이 있는데요 일반적으로 심판청구에 대해 적식심사는 결정각하 적법성 심사는 심결각하하는걸로 아는데요.. 취소신청에서는 굳이 적법성 심사에서도 결정각하를 하는 이유가 무엇인가요...?? 답변 감사합니다,"안녕하세요? 취소신청에서는 합의체가 처분을 하더라도, 심결이 아닌 결정이라고 표현합니다. 열공하세요~", ,,18.06.24
특허법,조문,,정정청구의 대상,"안녕하세요 변리사님! 정정청구의 대상에서 잘못기재된 사항의 정정은 최명도의 범위에서 한다~ 이부분이 이해가 안되는데요. 변리사님께서 이를 통해 객관적 판단이 가능하다, 신뢰도를 높일 수 있다고 하셨는데 명도를 기준으로 정정하는 것과 어떤 차이가 있는지 모르겠습니다! 항상 감사합니다 ^^*",안녕하세요? 출원-보정1-보정2-보정3-등록 에서 등록된 것을 기준으로 하는 것과 출원된 것을 기준으로 하는 것 중 어떤 것이 객관적인지 고민해 보면 됩니다. 제목이 질문규칙에 맞지 않습니다. 수정해 주세요. 답글기능 더보기, ,,18.09.07
특허법,조문,132조의9,[132의9] 참가 절차 관련 질문있습니다.,"1. 특허취소신청의 당사자는 취소신청인과 특허권자가 맞나요? 특허취소신청에 참가하려는 자는 참가신청서를 심판장에게 제출하여야 한다. 심판장은 참가신청이 있는 경우에는 참가신청서 부본을 당사자 및 다른 참가인에게 송달하고, 기간을 정하여 의견서를 제출할 수 있는 기회를 주어야한다. 2. 여기에서의 당사자는 특허취소신청에 참가하려는 자를 말하는 건가요? 아니면 특허취소신청의 당사자를 말하는 건가요?",1. 네 2. 취소신청의 당사자를 말합니다., ,,18.10.19
특허법,조문,132조의10,132조의10 및 132조의 15 준용사항 질문드립니다.,"안녕하세요 변리사님 궁금한게 있어 질문드립니다. 아래 보기 4번이 궁금합니다. 전단은 132조의 10에 대한 내용이여서 맞다고 판단을 하였는데 후단에 대한 내용은 ""직권으로 증거조사가 가능한지 여부""를 묻는 거 같은데 132조의 15의 조문으로 맞다고 봐도 되는 것인지 궁금하며, 이 경우에도 의견서 제출기회를 주는지도 궁금합니다. 감사합니다.","안녕하세요? 법 제132조의15에서 법 제157조를 준용하고, 직권으로 증거조사를 한 경우에는 의견제출기회를 주어야 합니다. 열공하세요~", ,,19.01.28
특허법,조문,132조의2,[132조의2]취소신청 객체적요건 중 산업상이용가능성 포함 이유,"임병웅 변리사님 안녕하세요! 취소신청제도의 ’취지’가 심사시 누락된 선행기술문헌을 공중으로부터 협력받아 심사를 보완하는 것이라는 관점에서 보면, 132조의2 1항 각호의 사유 중에 산업상 이용가능성이 포함되어있는 ‘이유’는 무엇인지 궁금합니다! (누락된 선행기술문헌과 관련이 없어 보이는데 입법불비 라고 볼수도 있는건가요?) 항상 친절한 답변에 대해 감사드립니다.",안녕하세요? 취소신청제도의 취지는 공중심사기능을 담보하여 신속히 등록특허를 재검토하겠다는 것입니다. 관점을 너무 협소하게 보고 있네요. 열공하세요~, ,,19.03.28
특허법,조문,132조의2,[132조의 2] 특허취소사유의 제한(등록공고의 효과),특허취소사유의 제한은 등록공고의 효과인데 화살표가 설정등록에서 시작하는건 특허취소신청이 설정등록일부터 가능하기 때문인가요? 그럼 결국 설정등록의 효과가 되는건 아닌가요?,등록공고에 게재된 선행기술을 기초로 설정등록일로부터 취소신청을 할 수 없다는 사실이 중요한 것입니다. 설정등록의 효과이냐 등록공고의 효과이냐는 관점에 따라 달리 볼 여지가 있습니다. 열공하세요~ 답글기능 더보기, ,,19.04.19
특허법,조문,136조,[136] 정정판단관련 질문드립니다~,아래 첨부한 그림에서볼때 정정의 객관적요건 중 감축여부판단시 정정 전 청구항1과 정정후 청구항2 만을 비교하는게 아니라 정정전 청구범위 전체와 정정후 청구범위 전체 비교하여 감축이 아니라는 결론은 이해가 가는데요(판단근거로 정정은 일체불가분적 성격상 청구전체로 보정은 개소단위로 판단하하고하셔서) 그런데 질문 도중 저 경우가 보정판단시에도 감축에 해당하지않는다는 답변을 받아서요 변리사님의 답변 궁금합니다~,"일단 정정전 청구범위가 조금 이상하네요. 청구항 1은 a1+B, a2+B, a3+B인데, 청구항 2(a1+B, a2+B)와 청구항 3(a1+B)에서 똑같은 내용을 반복하는군요. 한편, 정정후 청구범위도 청구항 2는 a1+B, a2+B인데, 청구항 3은 a1, a2에 a3를 부가하는 것이 아니라 a3로 변경하는 것 같은데 그렇다면 a3+B이고... 정정전 청구범위 전체와 비교했을 때 청구범위의 감축에 해당하겠네요. 결론은 예시가 부적절해 보입니다. 답글기능 더보기", ,,19.04.23
특허법,조문,132조의2,[132조의 2 등] 132조의2 1항.2항에 위반된 취소신청한 경우의 취급,"안녕하세요 변리사님 취소신청관련 질문입니다. 132조의2 1항,2항에 위반된 취소신청한 경우에, 1. 신청인은 132조의4 2항단서에 따라 취소신청의 이유및 증거에 해당하는 위반사항(객체적요건 흠결)에 대해서 일정한 기간내에는 요지변경되더라도 스스로 보정하여 객체적 요건 흠결을 치유할 기회는 갖지만 2. 132조5 1항 1호 괄호에 따라서 심판장이 보정명령할 위반사항에는 해당하지 않아서 신청인은 보정명령받을 수는 없다. 따라서 (신청인이 스스로 보정하지 않으면) 심판관 합의체는 바로 기각결정해야 한다.(132의14 4항) 이렇게 이해하면 될까요? 감사합니다! 답변기다리겠습니다 저작자 표시컨텐츠변경비영리","안녕하세요? 보정하지 않더라도 직권심리하여 취소이유가 없는 경우에, 기각결정합니다. 열공하세요~", ,,19.07.11
특허법,조문,180조,180조 재심청구의 기간 질문,"안녕하세요~ 180조 : 특허취소결정 또는 심결 확정 후 재심사유를 안 날부터 30일 이내에 재심을 청구하여야 한다. 1. 조문에서 '확정'은 특허취소결정 , 심결 동시에 수식하는건가요? 2. 심결에 대한 불복을 하지 않을때(심결등본 송달 받은 날로부터 30일이내 소제기) 확정이 되는데 특허취소결정 같은 경우도 마찬가지인가요?",안녕하세요? 1. 네 2. 네 열공하세요~ 답글기능 더보기, ,,19.08.19
특허법,조문,132조의2,[132조의2] 보정각하의 근거 증거는 취소 신청의 증거가 될수있는지 여부,안녕하세요 임병웅 변리사님 해당조문과 관련하여 간략한 질문드립니다. 도움주심에 진심으로 감사드립니다. 특허공보에 게재된 선행기술은 취소신청의 증거가 될수 없습니다. 그렇다면 보정각하의 근거가 된 선행기술은 당연히 취소신청 사유가 될수 있겠군요?,네. 법조문 해석상 그렇네요., ,,19.12.02
특허법,조문,132조의2,[132조의2] 5항 1개월 이내 질문드립니다,5항 1호에서 기간 만료일로부터 1개월 이내 기간이라고 되어 있는데 지정된 기간과 그 이후부터 1개월 인지 지정된 기간 전 1개월인지 궁금합니다,전자입니다~, ,,19.12.12
특허법,조문,132조의9,[132조의9] 취소신청에서의 참가 질문입니다.,안녕하세요 임병웅 변리사님 문제풀다가 궁금한 사항이 생겨질문드립니다. 특허취소신청 절차에서 특허권자측에 보조참가에서 참가의 취하는 언제까지 가능한지 궁금합니다. 감사합니다,안녕하세요? 법에 명시되어 있지 않습니다. 심판의 경우를 고려했을 때 결정확정전이라고 이해하면 될 것 같습니다. 열공하세요~, ,,20.01.22
특허법,조문,132조의13,[132조의13] 특허취소신청 기각시 일사부재리,"안녕하세요 특허취소신청 기각결정이 확정되고 일사부재리가 적용되지 않기 때문에 특허무효심판을 통해 다시 다툴수있고, 다시 특허무효심판청구시에는 일사부재리가 적용된다는 부분에서 특허취소신청의 결정에서 인용은 일사부재리효과가 있고 기각시에만 없는것인지 궁금합니다. 또한 무효심판의 심결도 일사부재리가 적용되지않는다고 알고있는데 이 경우도 기각심결의 경우에만 적용이 안되는것인지, 그리고 취소신청인이 다시 청구한 무효심판에만 일사부재리가 적용되는 것인지 궁금합니다.","안녕하세요? 1. 제163조는 심결확정을 말하는데, 취소신청은 인용/기각 모두 결정이기 때문에 일사부재리가 적용되지 않습니다. 2. 잘못 알고 있습니다. 무효심판은 일사부재리가 적용됩니다.", ,,20.02.20
특허법,문제,132조의3,[132조의3] 특허취소신청절차에서의 정정청구의 취하,안녕하세요? 객관식 858번 보기 5번에 따르면 특허취소신청에서의 특허의 정정은 정정청구의 직권심리에 의한 의견서 제출 기간 내 정정청구를 취하할 수 있습니다. 그런데 특허취소신청은 159조를 준용하지 않는데 어떻게 직권심리에 의한 의견서 제출 기간이 있을 수 있는지 모르겠습니다. 저작자 표시컨텐츠변경비영리,안녕하세요? 국어문제인 것 같은데요. 취소신청이 아니라 정정청구의 직권심리에 의한 의견서제출기간입니다. 화이팅하세요~, ,,20.02.23
